[2017-11-06 01:00:02] Scraping start
[2017-11-06 01:00:02] Connected Elasticsearch server
[2017-11-06 01:00:03] Opened PhantomJS webdriver
[2017-11-06 01:00:03] Complete to bring blogs seed page
[2017-11-06 01:00:04] Complete to move to travel category
[2017-11-06 01:00:04] Complete to move to domestic travel page
[2017-11-06 01:00:04] Start to parse each posts
[2017-11-06 01:00:04] Click the page - 1page
[2017-11-06 01:00:06] Complate to parse - 8302yang_221133062845
[2017-11-06 01:00:06] Error - Already exists document
[2017-11-06 01:00:06] Complate to parse - tjdan6161_221133159425
[2017-11-06 01:00:06] Error - Already exists document
[2017-11-06 01:00:06] Complate to parse - wjgo1217_221132980327
[2017-11-06 01:00:06] Error - Already exists document
[2017-11-06 01:00:07] Complate to parse - 8980480_221133016544
[2017-11-06 01:00:07] Error - Already exists document
[2017-11-06 01:00:07] Complate to parse - kenykim70_221133045912
[2017-11-06 01:00:07] Error - Already exists document
[2017-11-06 01:00:07] Complate to parse - nata4224_221132975324
[2017-11-06 01:00:07] Error - Already exists document
[2017-11-06 01:00:07] Complate to parse - 8302yang_221132958577
[2017-11-06 01:00:07] Error - Already exists document
[2017-11-06 01:00:08] Complate to parse - miyea5_221133272929
[2017-11-06 01:00:08] Complate to percolate - miyea5_221133272929
[2017-11-06 01:00:08] Complate to parse - kaite1130_221133227107
[2017-11-06 01:00:08] Error - Already exists document
[2017-11-06 01:00:08] Complate to parse - sajahome_221133200761
[2017-11-06 01:00:08] Error - Already exists document
[2017-11-06 01:00:08] Click the page - 2page
[2017-11-06 01:00:10] Complate to parse - kjia76_221133189157
[2017-11-06 01:00:10] Error - Already exists document
[2017-11-06 01:00:10] Complate to parse - sg83love_221133129039
[2017-11-06 01:00:10] Error - Already exists document
[2017-11-06 01:00:11] Complate to parse - lechy_221133126844
[2017-11-06 01:00:11] Error - Already exists document
[2017-11-06 01:00:11] Complate to parse - im-back_221133079966
[2017-11-06 01:00:11] Error - Already exists document
[2017-11-06 01:00:11] Complate to parse - neweunha_221133044057
[2017-11-06 01:00:11] Error - Already exists document
[2017-11-06 01:00:11] Complate to parse - pcn1970_221133019225
[2017-11-06 01:00:11] Error - Already exists document
[2017-11-06 01:00:12] Complate to parse - ejejucom_221133005962
[2017-11-06 01:00:12] Error - Already exists document
[2017-11-06 01:00:12] Complate to parse - tazan00009_221132864528
[2017-11-06 01:00:12] Error - Already exists document
[2017-11-06 01:00:12] Complate to parse - neweunha_221132989867
[2017-11-06 01:00:12] Error - Already exists document
[2017-11-06 01:00:12] Complate to parse - ejumuk_221133129041
[2017-11-06 01:00:12] Error - Already exists document
[2017-11-06 01:00:12] Click the page - 3page
[2017-11-06 01:00:14] Complate to parse - jjuu0801_221133080047
[2017-11-06 01:00:14] Error - Already exists document
[2017-11-06 01:00:14] Complate to parse - ds1cvq_221133129537
[2017-11-06 01:00:14] Error - Already exists document
[2017-11-06 01:00:15] Complate to parse - queen77577_221133120241
[2017-11-06 01:00:15] Error - Already exists document
[2017-11-06 01:00:15] Complate to parse - eom4128_221133022164
[2017-11-06 01:00:15] Error - Already exists document
[2017-11-06 01:00:15] Complate to parse - lhj815200_221133168234
[2017-11-06 01:00:15] Error - Already exists document
[2017-11-06 01:00:15] Complate to parse - inb4032_221133145818
[2017-11-06 01:00:15] Error - Already exists document
[2017-11-06 01:00:15] Complate to parse - titicoca_221133118632
[2017-11-06 01:00:15] Error - Already exists document
[2017-11-06 01:00:16] Complate to parse - skyline622_221133070709
[2017-11-06 01:00:16] Error - Already exists document
[2017-11-06 01:00:16] Complate to parse - mon9955_221133069760
[2017-11-06 01:00:16] Error - Already exists document
