[2017-11-07 19:00:02] Scraping start
[2017-11-07 19:00:02] Connected Elasticsearch server
[2017-11-07 19:00:03] Opened PhantomJS webdriver
[2017-11-07 19:00:04] Complete to bring blogs seed page
[2017-11-07 19:00:05] Complete to move to travel category
[2017-11-07 19:00:05] Complete to move to domestic travel page
[2017-11-07 19:00:05] Start to parse each posts
[2017-11-07 19:00:05] Click the page - 1page
[2017-11-07 19:00:07] Complate to parse - marbin_221134150641
[2017-11-07 19:00:07] Error - Already exists document
[2017-11-07 19:00:08] Complate to parse - 8302yang_221134421261
[2017-11-07 19:00:08] Error - Already exists document
[2017-11-07 19:00:08] Complate to parse - bnbk00_221134417354
[2017-11-07 19:00:08] Error - Already exists document
[2017-11-07 19:00:08] Complate to parse - dewdoll_221134341848
[2017-11-07 19:00:08] Error - Already exists document
[2017-11-07 19:00:08] Complate to parse - newosilent_221131564876
[2017-11-07 19:00:08] Error - Already exists document
[2017-11-07 19:00:09] Complate to parse - pss2317_221134549909
[2017-11-07 19:00:09] Error - Already exists document
[2017-11-07 19:00:09] Complate to parse - soso7869_221134279713
[2017-11-07 19:00:09] Error - Already exists document
[2017-11-07 19:00:09] Complate to parse - coooca_221134535824
[2017-11-07 19:00:09] Error - Already exists document
[2017-11-07 19:00:09] Complate to parse - hwa202_221134502258
[2017-11-07 19:00:09] Error - Already exists document
[2017-11-07 19:00:10] Complate to parse - daeguvisit_221133788080
[2017-11-07 19:00:10] Error - Already exists document
[2017-11-07 19:00:10] Click the page - 2page
[2017-11-07 19:00:12] Complate to parse - ksb115205_221134649828
[2017-11-07 19:00:12] Error - Already exists document
[2017-11-07 19:00:12] Complate to parse - ddaengule_221133500553
[2017-11-07 19:00:12] Error - Already exists document
[2017-11-07 19:00:12] Complate to parse - turpu_221134251742
[2017-11-07 19:00:12] Error - Already exists document
[2017-11-07 19:00:13] Complate to parse - kimrg_221134250869
[2017-11-07 19:00:13] Error - Already exists document
[2017-11-07 19:00:13] Complate to parse - sopoongjeju_221134631318
[2017-11-07 19:00:13] Error - Already exists document
[2017-11-07 19:00:13] Complate to parse - tazan00009_221134529284
[2017-11-07 19:00:13] Error - Already exists document
[2017-11-07 19:00:13] Complate to parse - bling0430_221134552794
[2017-11-07 19:00:13] Error - Already exists document
[2017-11-07 19:00:14] Complate to parse - 00starhyunju_221134454419
[2017-11-07 19:00:14] Error - Already exists document
[2017-11-07 19:00:14] Complate to parse - hjufa_221134399942
[2017-11-07 19:00:14] Error - Already exists document
[2017-11-07 19:00:14] Complate to parse - vitamintrees_221134287223
[2017-11-07 19:00:14] Error - Already exists document
[2017-11-07 19:00:14] Click the page - 3page
[2017-11-07 19:00:16] Complate to parse - kimcoco1_221134276906
[2017-11-07 19:00:16] Error - Already exists document
[2017-11-07 19:00:16] Complate to parse - suk4408_221133922012
[2017-11-07 19:00:16] Error - Already exists document
[2017-11-07 19:00:17] Complate to parse - lsy5088_221133810283
[2017-11-07 19:00:17] Error - Already exists document
[2017-11-07 19:00:17] Complate to parse - joolp00_221134340761
[2017-11-07 19:00:17] Error - Already exists document
[2017-11-07 19:00:17] Complate to parse - newgisadan_221134575856
[2017-11-07 19:00:17] Error - Already exists document
[2017-11-07 19:00:17] Complate to parse - vllollv_221134456568
[2017-11-07 19:00:17] Error - Already exists document
[2017-11-07 19:00:18] Complate to parse - pcn1970_221134315841
[2017-11-07 19:00:18] Error - Already exists document
[2017-11-07 19:00:18] Complate to parse - jcmook1_221134286330
[2017-11-07 19:00:18] Error - Already exists document
[2017-11-07 19:00:18] Complate to parse - youkino09_221134265636
[2017-11-07 19:00:18] Error - Already exists document
[2017-11-07 19:00:18] Complate to parse - wnhjeju_221134642846
[2017-11-07 19:00:18] Error - Already exists document
[2017-11-07 19:00:18] Click the page - 4page
[2017-11-07 19:00:20] Complate to parse - eriogena_221133397575
[2017-11-07 19:00:20] Error - Already exists document
[2017-11-07 19:00:20] Complate to parse - hankookrent_221134523698
[2017-11-07 19:00:20] Error - Already exists document
[2017-11-07 19:00:21] Complate to parse - kenykim70_221134453580
[2017-11-07 19:00:21] Error - Already exists document
[2017-11-07 19:00:21] Complate to parse - 3dnjf06_221134453535
[2017-11-07 19:00:21] Error - Already exists document
[2017-11-07 19:00:21] Complate to parse - violetjeun_221134397534
[2017-11-07 19:00:21] Error - Already exists document
[2017-11-07 19:00:21] Complate to parse - e_leisurvice_221134362425
[2017-11-07 19:00:21] Error - Already exists document
[2017-11-07 19:00:22] Complate to parse - tourjeonju_221134322944
[2017-11-07 19:00:22] Error - Already exists document
[2017-11-07 19:00:22] Complate to parse - nata4224_221134296258
[2017-11-07 19:00:22] Error - Already exists document
[2017-11-07 19:00:22] Complate to parse - hayanee_221134626672
[2017-11-07 19:00:22] Error - Already exists document
[2017-11-07 19:00:22] Complate to parse - capzzang70_221134571888
[2017-11-07 19:00:22] Error - Already exists document
[2017-11-07 19:00:22] Click the page - 5page
[2017-11-07 19:00:24] Complate to parse - dailytalk_hy_221134430490
[2017-11-07 19:00:24] Error - Already exists document
[2017-11-07 19:00:25] Complate to parse - jjjjjung_e_221133392342
[2017-11-07 19:00:25] Error - Already exists document
[2017-11-07 19:00:25] Complate to parse - jcjkks_221127491218
[2017-11-07 19:00:25] Error - Already exists document
[2017-11-07 19:00:25] Complate to parse - bobtini8_221134295785
[2017-11-07 19:00:25] Error - Already exists document
[2017-11-07 19:00:25] Complate to parse - ailee06_221134173342
[2017-11-07 19:00:25] Error - Already exists document
[2017-11-07 19:00:25] Complate to parse - zizinara1004_221134248062
[2017-11-07 19:00:25] Error - Already exists document
[2017-11-07 19:00:26] Complate to parse - so9122_221134662948
[2017-11-07 19:00:26] Error - Already exists document
[2017-11-07 19:00:26] Complate to parse - mylittlechan_221134656985
[2017-11-07 19:00:26] Complate to percolate - mylittlechan_221134656985
[2017-11-07 19:00:27] Complate to parse - madecolor_221134563568
[2017-11-07 19:00:27] Error - Already exists document
[2017-11-07 19:00:27] Complate to parse - jejulovetour_221134487010
[2017-11-07 19:00:27] Error - Already exists document
[2017-11-07 19:00:27] Click the page - 6page
[2017-11-07 19:00:29] Complate to parse - knkim2_221134317250
[2017-11-07 19:00:29] Error - Already exists document
[2017-11-07 19:00:29] Complate to parse - maria5757_221134283630
[2017-11-07 19:00:29] Error - Already exists document
[2017-11-07 19:00:29] Complate to parse - yolo_hui_221133647289
[2017-11-07 19:00:29] Error - Already exists document
[2017-11-07 19:00:29] Complate to parse - pky9913_221134119306
[2017-11-07 19:00:29] Error - Already exists document
[2017-11-07 19:00:29] Complate to parse - hari33_221134210093
[2017-11-07 19:00:29] Error - Already exists document
[2017-11-07 19:00:30] Complate to parse - armful31_221134590765
[2017-11-07 19:00:30] Error - Already exists document
[2017-11-07 19:00:30] Complate to parse - whiteday8277_221134582191
[2017-11-07 19:00:30] Error - Already exists document
[2017-11-07 19:00:30] Complate to parse - yoonhj21_221134456736
[2017-11-07 19:00:30] Error - Already exists document
[2017-11-07 19:00:31] Complate to parse - oasi79_221134178884
[2017-11-07 19:00:31] Error - Already exists document
[2017-11-07 19:00:31] Complate to parse - dytksdytnsla_221134321661
[2017-11-07 19:00:31] Error - Already exists document
[2017-11-07 19:00:31] Click the page - 7page
[2017-11-07 19:00:33] Complate to parse - pyj_5004_221134301447
[2017-11-07 19:00:33] Error - Already exists document
[2017-11-07 19:00:33] Complate to parse - innazzang-_221134072277
[2017-11-07 19:00:33] Error - Already exists document
[2017-11-07 19:00:33] Complate to parse - vegemilstory_221134647378
[2017-11-07 19:00:33] Complate to percolate - vegemilstory_221134647378
[2017-11-07 19:00:34] Complate to parse - rlaskfl26_221134633063
[2017-11-07 19:00:34] Error - Already exists document
[2017-11-07 19:00:34] Complate to parse - tpsxj8585_221134572463
[2017-11-07 19:00:34] Error - Already exists document
[2017-11-07 19:00:34] Complate to parse - kpgg00_221134569208
[2017-11-07 19:00:34] Error - Already exists document
[2017-11-07 19:00:34] Complate to parse - chc3536_221134537394
[2017-11-07 19:00:34] Error - Already exists document
[2017-11-07 19:00:34] Complate to parse - jykim575_221134522850
[2017-11-07 19:00:34] Error - Already exists document
[2017-11-07 19:00:34] Complate to parse - chj6245_221134505586
[2017-11-07 19:00:34] Error - Already exists document
[2017-11-07 19:00:35] Complate to parse - sandcastle44_221134275262
[2017-11-07 19:00:35] Error - Already exists document
[2017-11-07 19:00:35] Click the page - 8page
[2017-11-07 19:00:37] Complate to parse - daeguvisit_221134493410
[2017-11-07 19:00:37] Error - Already exists document
[2017-11-07 19:00:37] Complate to parse - ejejucom_221134487899
[2017-11-07 19:00:37] Error - Already exists document
[2017-11-07 19:00:37] Complate to parse - tbvjaka012012_221134463788
[2017-11-07 19:00:37] Error - Already exists document
[2017-11-07 19:00:37] Complate to parse - jinna21125_221134445925
[2017-11-07 19:00:37] Error - Already exists document
