[2017-11-07 13:00:01] Scraping start
[2017-11-07 13:00:01] Connected Elasticsearch server
[2017-11-07 13:00:02] Opened PhantomJS webdriver
[2017-11-07 13:00:03] Complete to bring blogs seed page
[2017-11-07 13:00:04] Complete to move to travel category
[2017-11-07 13:00:04] Complete to move to domestic travel page
[2017-11-07 13:00:04] Start to parse each posts
[2017-11-07 13:00:04] Click the page - 1page
[2017-11-07 13:00:07] Complate to parse - marbin_221134150641
[2017-11-07 13:00:07] Error - Already exists document
[2017-11-07 13:00:07] Complate to parse - soso7869_221134279713
[2017-11-07 13:00:07] Error - Already exists document
[2017-11-07 13:00:07] Complate to parse - potoi_221134176645
[2017-11-07 13:00:07] Error - Already exists document
[2017-11-07 13:00:09] Complate to parse - ddaengule_221133500553
[2017-11-07 13:00:09] Error - Already exists document
[2017-11-07 13:00:09] Complate to parse - turpu_221134251742
[2017-11-07 13:00:09] Error - Already exists document
[2017-11-07 13:00:09] Complate to parse - kimrg_221134250869
[2017-11-07 13:00:09] Error - Already exists document
[2017-11-07 13:00:09] Complate to parse - vitamintrees_221134287223
[2017-11-07 13:00:09] Error - Already exists document
[2017-11-07 13:00:09] Complate to parse - kimcoco1_221134276906
[2017-11-07 13:00:09] Error - Already exists document
[2017-11-07 13:00:10] Complate to parse - suk4408_221133922012
[2017-11-07 13:00:10] Error - Already exists document
[2017-11-07 13:00:10] Complate to parse - lsy5088_221133810283
[2017-11-07 13:00:10] Error - Already exists document
[2017-11-07 13:00:10] Click the page - 2page
[2017-11-07 13:00:12] Complate to parse - jhyang58_221134189729
[2017-11-07 13:00:12] Error - Already exists document
[2017-11-07 13:00:12] Complate to parse - daeguvisit_221133788080
[2017-11-07 13:00:12] Error - Already exists document
[2017-11-07 13:00:13] Complate to parse - pcn1970_221134315841
[2017-11-07 13:00:13] Error - Already exists document
[2017-11-07 13:00:13] Complate to parse - youkino09_221134265636
[2017-11-07 13:00:13] Error - Already exists document
[2017-11-07 13:00:13] Complate to parse - al_satang_221134164477
[2017-11-07 13:00:13] Error - Already exists document
[2017-11-07 13:00:13] Complate to parse - violetjeun_221134397534
[2017-11-07 13:00:14] Complate to percolate - violetjeun_221134397534
[2017-11-07 13:00:14] Complate to parse - dewdoll_221134341848
[2017-11-07 13:00:14] Error - Already exists document
[2017-11-07 13:00:14] Complate to parse - tourjeonju_221134322944
[2017-11-07 13:00:14] Error - Already exists document
[2017-11-07 13:00:14] Complate to parse - jcjkks_221127491218
[2017-11-07 13:00:14] Error - Already exists document
[2017-11-07 13:00:15] Complate to parse - bobtini8_221134295785
[2017-11-07 13:00:15] Error - Already exists document
[2017-11-07 13:00:15] Click the page - 3page
[2017-11-07 13:00:16] Complate to parse - ailee06_221134173342
[2017-11-07 13:00:16] Error - Already exists document
[2017-11-07 13:00:17] Complate to parse - zizinara1004_221134248062
[2017-11-07 13:00:17] Error - Already exists document
[2017-11-07 13:00:17] Complate to parse - fingership_221133519384
[2017-11-07 13:00:17] Error - Already exists document
[2017-11-07 13:00:17] Complate to parse - ellwoo_221134228561
[2017-11-07 13:00:17] Error - Already exists document
[2017-11-07 13:00:17] Complate to parse - knkim2_221134317250
[2017-11-07 13:00:17] Error - Already exists document
[2017-11-07 13:00:17] Complate to parse - maria5757_221134283630
[2017-11-07 13:00:17] Error - Already exists document
[2017-11-07 13:00:18] Complate to parse - hyshee0757_221134193102
[2017-11-07 13:00:18] Error - Already exists document
[2017-11-07 13:00:18] Complate to parse - hjufa_221134399942
[2017-11-07 13:00:18] Complate to percolate - hjufa_221134399942
[2017-11-07 13:00:19] Complate to parse - yolo_hui_221133647289
