[2017-11-08 10:00:01] Scraping start
[2017-11-08 10:00:01] Connected Elasticsearch server
[2017-11-08 10:00:02] Opened PhantomJS webdriver
[2017-11-08 10:00:04] Complete to bring blogs seed page
[2017-11-08 10:00:05] Complete to move to travel category
[2017-11-08 10:00:05] Complete to move to domestic travel page
[2017-11-08 10:00:05] Start to parse each posts
[2017-11-08 10:00:05] Click the page - 1page
[2017-11-08 10:00:07] Complate to parse - shillajeju__221134711242
[2017-11-08 10:00:07] Complate to percolate - shillajeju__221134711242
[2017-11-08 10:00:07] Complate to parse - 8302yang_221135081513
[2017-11-08 10:00:07] Error - Already exists document
[2017-11-08 10:00:08] Complate to parse - natur_herz_221134955234
[2017-11-08 10:00:08] Error - Already exists document
[2017-11-08 10:00:08] Complate to parse - cyc0913_221133936579
[2017-11-08 10:00:08] Error - Already exists document
[2017-11-08 10:00:08] Complate to parse - whdrnr95_221134771425
[2017-11-08 10:00:08] Error - Already exists document
[2017-11-08 10:00:08] Complate to parse - hp0210_221134826251
[2017-11-08 10:00:08] Error - Already exists document
[2017-11-08 10:00:08] Complate to parse - suhochung_221134164849
[2017-11-08 10:00:09] Complate to percolate - suhochung_221134164849
[2017-11-08 10:00:09] Complate to parse - ybg_baram_221134893090
[2017-11-08 10:00:09] Error - Already exists document
[2017-11-08 10:00:09] Complate to parse - ddawndew_221135022856
[2017-11-08 10:00:09] Error - Already exists document
[2017-11-08 10:00:09] Complate to parse - jcjkks_221127464372
[2017-11-08 10:00:10] Complate to percolate - jcjkks_221127464372
[2017-11-08 10:00:10] Click the page - 2page
[2017-11-08 10:00:11] Complate to parse - maimai20_221133962673
[2017-11-08 10:00:11] Error - Already exists document
[2017-11-08 10:00:12] Complate to parse - jokjcj_221134952240
[2017-11-08 10:00:12] Error - Already exists document
[2017-11-08 10:00:12] Complate to parse - kkongi3028_221134827471
[2017-11-08 10:00:12] Error - Already exists document
[2017-11-08 10:00:12] Complate to parse - suk4408_221134908884
[2017-11-08 10:00:12] Error - Already exists document
[2017-11-08 10:00:12] Complate to parse - soon09143_221134832488
[2017-11-08 10:00:12] Error - Already exists document
[2017-11-08 10:00:12] Complate to parse - kci_kci_221135062205
[2017-11-08 10:00:12] Error - Already exists document
[2017-11-08 10:00:13] Complate to parse - ichmount_221131699932
[2017-11-08 10:00:13] Error - Already exists document
[2017-11-08 10:00:13] Complate to parse - dptmfdl3135_221134984334
[2017-11-08 10:00:13] Error - Already exists document
[2017-11-08 10:00:13] Complate to parse - dailytalk_hy_221134956249
[2017-11-08 10:00:13] Error - Already exists document
[2017-11-08 10:00:13] Complate to parse - songsdang_221134979136
[2017-11-08 10:00:13] Error - Already exists document
[2017-11-08 10:00:13] Click the page - 3page
[2017-11-08 10:00:15] Complate to parse - trueka20_221134914945
[2017-11-08 10:00:15] Error - Already exists document
[2017-11-08 10:00:15] Complate to parse - consockorea_221134966480
[2017-11-08 10:00:15] Error - Already exists document
[2017-11-08 10:00:16] Complate to parse - turpu_221135078341
[2017-11-08 10:00:16] Error - Already exists document
[2017-11-08 10:00:16] Complate to parse - babtol2000_221134986075
[2017-11-08 10:00:16] Error - Already exists document
[2017-11-08 10:00:16] Complate to parse - travelra_221133602625
[2017-11-08 10:00:16] Error - Already exists document
[2017-11-08 10:00:16] Complate to parse - namesora_221133631303
[2017-11-08 10:00:16] Error - Already exists document
[2017-11-08 10:00:16] Complate to parse - top4228_221132087560
[2017-11-08 10:00:16] Error - Already exists document
[2017-11-08 10:00:16] Complate to parse - goodjcs_221135059561
[2017-11-08 10:00:16] Error - Already exists document
[2017-11-08 10:00:17] Complate to parse - juomsook21_221135011966
[2017-11-08 10:00:17] Error - Already exists document
[2017-11-08 10:00:17] Complate to parse - snslive_221127206021
[2017-11-08 10:00:17] Error - Already exists document
[2017-11-08 10:00:17] Click the page - 4page
[2017-11-08 10:00:19] Complate to parse - choichokk_221133294178
[2017-11-08 10:00:19] Error - Already exists document
[2017-11-08 10:00:19] Complate to parse - 2_eunjee_221134937709
[2017-11-08 10:00:19] Error - Already exists document
[2017-11-08 10:00:19] Complate to parse - chaein9885_221134934487
[2017-11-08 10:00:19] Error - Already exists document
[2017-11-08 10:00:20] Complate to parse - candyra9_221134922238
[2017-11-08 10:00:20] Error - Already exists document
[2017-11-08 10:00:20] Complate to parse - sinymi77_221134918841
[2017-11-08 10:00:20] Error - Already exists document
[2017-11-08 10:00:20] Complate to parse - ailee06_221134913628
[2017-11-08 10:00:20] Error - Already exists document
[2017-11-08 10:00:20] Complate to parse - anndam_221132602846
[2017-11-08 10:00:20] Error - Already exists document
[2017-11-08 10:00:20] Complate to parse - binsuk8_221135088075
[2017-11-08 10:00:21] Complate to percolate - binsuk8_221135088075
[2017-11-08 10:00:21] Complate to parse - lsy5088_221134978235
[2017-11-08 10:00:21] Error - Already exists document
[2017-11-08 10:00:21] Complate to parse - jbm993_221135068518
[2017-11-08 10:00:21] Error - Already exists document
