[2017-11-05 22:00:01] Scraping start
[2017-11-05 22:00:01] Connected Elasticsearch server
[2017-11-05 22:00:02] Opened PhantomJS webdriver
[2017-11-05 22:00:04] Complete to bring blogs seed page
[2017-11-05 22:00:04] Complete to move to travel category
[2017-11-05 22:00:05] Complete to move to domestic travel page
[2017-11-05 22:00:05] Start to parse each posts
[2017-11-05 22:00:05] Click the page - 1page
[2017-11-05 22:00:07] Complate to parse - daichung_221132875039
[2017-11-05 22:00:07] Error - Already exists document
[2017-11-05 22:00:07] Complate to parse - 8302yang_221133062845
[2017-11-05 22:00:07] Error - Already exists document
[2017-11-05 22:00:07] Complate to parse - jbgokr_221131709640
[2017-11-05 22:00:07] Error - Already exists document
[2017-11-05 22:00:07] Complate to parse - kenykim70_221133045912
[2017-11-05 22:00:07] Error - Already exists document
[2017-11-05 22:00:07] Complate to parse - nata4224_221132975324
[2017-11-05 22:00:08] Error - Already exists document
[2017-11-05 22:00:08] Complate to parse - 8302yang_221132958577
[2017-11-05 22:00:08] Error - Already exists document
[2017-11-05 22:00:08] Complate to parse - flskfl88_221132927660
[2017-11-05 22:00:08] Error - Already exists document
[2017-11-05 22:00:08] Complate to parse - xhfl1031_221132906243
[2017-11-05 22:00:08] Error - Already exists document
[2017-11-05 22:00:09] Complate to parse - you1620_221132653320
[2017-11-05 22:00:09] Error - Already exists document
[2017-11-05 22:00:09] Complate to parse - lechy_221133126844
[2017-11-05 22:00:09] Error - Already exists document
[2017-11-05 22:00:09] Click the page - 2page
[2017-11-05 22:00:11] Complate to parse - im-back_221133079966
[2017-11-05 22:00:11] Error - Already exists document
[2017-11-05 22:00:11] Complate to parse - neweunha_221133044057
[2017-11-05 22:00:11] Error - Already exists document
[2017-11-05 22:00:11] Complate to parse - pcn1970_221133019225
[2017-11-05 22:00:11] Error - Already exists document
[2017-11-05 22:00:11] Complate to parse - ejejucom_221133005962
[2017-11-05 22:00:11] Error - Already exists document
[2017-11-05 22:00:12] Complate to parse - tazan00009_221132864528
[2017-11-05 22:00:12] Error - Already exists document
[2017-11-05 22:00:12] Complate to parse - neweunha_221132989867
[2017-11-05 22:00:12] Error - Already exists document
[2017-11-05 22:00:12] Complate to parse - pinkdk1124_221132915040
[2017-11-05 22:00:12] Error - Already exists document
[2017-11-05 22:00:12] Complate to parse - 1978mm_221132871873
[2017-11-05 22:00:12] Error - Already exists document
[2017-11-05 22:00:12] Complate to parse - mongniyang_221132152629
[2017-11-05 22:00:12] Error - Already exists document
[2017-11-05 22:00:13] Complate to parse - jbgokr_221131741713
[2017-11-05 22:00:13] Error - Already exists document
[2017-11-05 22:00:13] Click the page - 3page
[2017-11-05 22:00:14] Complate to parse - jjuu0801_221133080047
[2017-11-05 22:00:14] Error - Already exists document
[2017-11-05 22:00:15] Complate to parse - wjgo1217_221132980327
[2017-11-05 22:00:15] Error - Already exists document
[2017-11-05 22:00:15] Complate to parse - spring921_221132916954
[2017-11-05 22:00:15] Error - Already exists document
[2017-11-05 22:00:15] Complate to parse - eom4128_221133022164
[2017-11-05 22:00:15] Error - Already exists document
[2017-11-05 22:00:15] Complate to parse - 8980480_221133016544
[2017-11-05 22:00:15] Error - Already exists document
[2017-11-05 22:00:15] Complate to parse - gangguri__221132878970
[2017-11-05 22:00:16] Error - Already exists document
[2017-11-05 22:00:16] Complate to parse - inb4032_221133145818
[2017-11-05 22:00:16] Error - Already exists document
[2017-11-05 22:00:16] Complate to parse - skyline622_221133070709
[2017-11-05 22:00:16] Error - Already exists document
[2017-11-05 22:00:16] Complate to parse - mon9955_221133069760
[2017-11-05 22:00:16] Error - Already exists document
[2017-11-05 22:00:16] Complate to parse - tastydish_221133041680
[2017-11-05 22:00:16] Error - Already exists document
[2017-11-05 22:00:16] Click the page - 4page
[2017-11-05 22:00:18] Complate to parse - beautiful-girl87_221133010572
[2017-11-05 22:00:18] Error - Already exists document
[2017-11-05 22:00:18] Complate to parse - babtol2000_221133003713
[2017-11-05 22:00:18] Error - Already exists document
[2017-11-05 22:00:18] Complate to parse - idioe48_221131713025
[2017-11-05 22:00:18] Error - Already exists document
[2017-11-05 22:00:19] Complate to parse - sopoongjeju_221132919438
[2017-11-05 22:00:19] Error - Already exists document
[2017-11-05 22:00:19] Complate to parse - junhyuk_abba_221132900916
[2017-11-05 22:00:19] Error - Already exists document
[2017-11-05 22:00:19] Complate to parse - cuti0118_221132873234
[2017-11-05 22:00:19] Error - Already exists document
[2017-11-05 22:00:19] Complate to parse - tjdan6161_221133159425
[2017-11-05 22:00:19] Complate to percolate - tjdan6161_221133159425
[2017-11-05 22:00:20] Complate to parse - ds1cvq_221133129537
[2017-11-05 22:00:20] Error - Already exists document
[2017-11-05 22:00:20] Complate to parse - sg83love_221133129039
[2017-11-05 22:00:20] Error - Already exists document
[2017-11-05 22:00:20] Complate to parse - queen77577_221133120241
[2017-11-05 22:00:20] Error - Already exists document
[2017-11-05 22:00:20] Click the page - 5page
[2017-11-05 22:00:22] Complate to parse - 2remona2_221133019001
[2017-11-05 22:00:22] Error - Already exists document
[2017-11-05 22:00:22] Complate to parse - lsuhnok_221133013036
[2017-11-05 22:00:22] Error - Already exists document
[2017-11-05 22:00:22] Complate to parse - god_jhzz_221133008390
[2017-11-05 22:00:22] Error - Already exists document
[2017-11-05 22:00:22] Complate to parse - cjcityblog_221133007589
[2017-11-05 22:00:22] Error - Already exists document
[2017-11-05 22:00:23] Complate to parse - dailytalk_hy_221132993588
[2017-11-05 22:00:23] Error - Already exists document
[2017-11-05 22:00:23] Complate to parse - pinkwona_221132964165
