[2017-11-05 12:00:03] Scraping start
[2017-11-05 12:00:03] Connected Elasticsearch server
[2017-11-05 12:00:05] Opened PhantomJS webdriver
[2017-11-05 12:00:07] Complete to bring blogs seed page
[2017-11-05 12:00:07] Complete to move to travel category
[2017-11-05 12:00:08] Complete to move to domestic travel page
[2017-11-05 12:00:08] Start to parse each posts
[2017-11-05 12:00:08] Click the page - 1page
[2017-11-05 12:00:10] Complate to parse - goldsunriver_221132724341
[2017-11-05 12:00:10] Error - Already exists document
[2017-11-05 12:00:10] Complate to parse - serena914_221132771641
[2017-11-05 12:00:10] Error - Already exists document
[2017-11-05 12:00:10] Complate to parse - austinwine_221132796755
[2017-11-05 12:00:10] Error - Already exists document
[2017-11-05 12:00:10] Complate to parse - jbgokr_221131709640
[2017-11-05 12:00:10] Error - Already exists document
[2017-11-05 12:00:11] Complate to parse - ebbenke_221132804219
[2017-11-05 12:00:11] Error - Already exists document
[2017-11-05 12:00:11] Complate to parse - todaylike_221132728885
[2017-11-05 12:00:11] Error - Already exists document
[2017-11-05 12:00:11] Complate to parse - rsmvf_221132831524
[2017-11-05 12:00:11] Error - Already exists document
[2017-11-05 12:00:11] Complate to parse - binsuk8_221132697228
[2017-11-05 12:00:11] Error - Already exists document
[2017-11-05 12:00:12] Complate to parse - jykim515_221132822630
[2017-11-05 12:00:12] Error - Already exists document
[2017-11-05 12:00:12] Complate to parse - 1429son_221132777286
[2017-11-05 12:00:12] Error - Already exists document
[2017-11-05 12:00:12] Click the page - 2page
[2017-11-05 12:00:14] Complate to parse - daichung_221132875039
[2017-11-05 12:00:14] Complate to percolate - daichung_221132875039
[2017-11-05 12:00:14] Complate to parse - 1978mm_221132871873
[2017-11-05 12:00:15] Complate to percolate - 1978mm_221132871873
[2017-11-05 12:00:15] Complate to parse - mongniyang_221132152629
[2017-11-05 12:00:15] Error - Already exists document
[2017-11-05 12:00:16] Complate to parse - jbgokr_221131741713
[2017-11-05 12:00:16] Error - Already exists document
[2017-11-05 12:00:16] Complate to parse - maum0577_221132794539
[2017-11-05 12:00:16] Error - Already exists document
[2017-11-05 12:00:16] Complate to parse - inmagoong_221132766675
[2017-11-05 12:00:16] Error - Already exists document
[2017-11-05 12:00:16] Complate to parse - 1006hjy_221124772075
[2017-11-05 12:00:16] Error - Already exists document
[2017-11-05 12:00:17] Complate to parse - kkoomkkoon_221132704000
[2017-11-05 12:00:17] Error - Already exists document
[2017-11-05 12:00:17] Complate to parse - yllove7979_221132833204
[2017-11-05 12:00:17] Error - Already exists document
[2017-11-05 12:00:17] Complate to parse - idioe48_221131086107
[2017-11-05 12:00:17] Error - Already exists document
[2017-11-05 12:00:17] Click the page - 3page
[2017-11-05 12:00:19] Complate to parse - ichmount_221131671857
[2017-11-05 12:00:19] Error - Already exists document
[2017-11-05 12:00:19] Complate to parse - honguree_221132617120
[2017-11-05 12:00:19] Error - Already exists document
[2017-11-05 12:00:19] Complate to parse - 9594jh_221132804745
[2017-11-05 12:00:19] Error - Already exists document
[2017-11-05 12:00:19] Complate to parse - kby8478_221132095505
[2017-11-05 12:00:19] Error - Already exists document
