[2017-11-04 21:00:01] Scraping start
[2017-11-04 21:00:01] Connected Elasticsearch server
[2017-11-04 21:00:02] Opened PhantomJS webdriver
[2017-11-04 21:00:08] Complete to bring blogs seed page
[2017-11-04 21:00:08] Complete to move to travel category
[2017-11-04 21:00:09] Complete to move to domestic travel page
[2017-11-04 21:00:09] Start to parse each posts
[2017-11-04 21:00:09] Click the page - 1page
[2017-11-04 21:00:11] Complate to parse - koreamoringa_221132300803
[2017-11-04 21:00:11] Error - Already exists document
[2017-11-04 21:00:11] Complate to parse - anndam_221132135561
[2017-11-04 21:00:11] Error - Already exists document
[2017-11-04 21:00:11] Complate to parse - 0114977635_221132289202
[2017-11-04 21:00:11] Error - Already exists document
[2017-11-04 21:00:11] Complate to parse - daichung_221132360538
[2017-11-04 21:00:11] Error - Already exists document
[2017-11-04 21:00:11] Complate to parse - deux300_221123641532
[2017-11-04 21:00:11] Error - Already exists document
[2017-11-04 21:00:12] Complate to parse - toga33_221129793862
[2017-11-04 21:00:12] Error - Already exists document
[2017-11-04 21:00:12] Complate to parse - kinogirl100_221132318995
[2017-11-04 21:00:12] Error - Already exists document
[2017-11-04 21:00:12] Complate to parse - autopeed0050_221131739795
[2017-11-04 21:00:12] Error - Already exists document
[2017-11-04 21:00:12] Complate to parse - ksl1259_221132496864
[2017-11-04 21:00:12] Error - Already exists document
[2017-11-04 21:00:12] Complate to parse - babo0547_221132345839
[2017-11-04 21:00:12] Error - Already exists document
[2017-11-04 21:00:12] Click the page - 2page
[2017-11-04 21:00:14] Complate to parse - forceofwill_221132542846
[2017-11-04 21:00:14] Error - Already exists document
[2017-11-04 21:00:14] Complate to parse - coooca_221132496622
[2017-11-04 21:00:14] Error - Already exists document
[2017-11-04 21:00:15] Complate to parse - ejejucom_221132423375
[2017-11-04 21:00:15] Error - Already exists document
[2017-11-04 21:00:15] Complate to parse - sun751213_221132391060
[2017-11-04 21:00:15] Error - Already exists document
[2017-11-04 21:00:15] Complate to parse - sirenj2813_221132342317
[2017-11-04 21:00:15] Error - Already exists document
[2017-11-04 21:00:15] Complate to parse - smoodias_221132335467
[2017-11-04 21:00:15] Error - Already exists document
[2017-11-04 21:00:15] Complate to parse - jcjkks_221127488959
[2017-11-04 21:00:15] Error - Already exists document
[2017-11-04 21:00:16] Complate to parse - babtol2000_221132295216
[2017-11-04 21:00:16] Error - Already exists document
[2017-11-04 21:00:16] Complate to parse - bolikeme_221131318828
[2017-11-04 21:00:16] Error - Already exists document
[2017-11-04 21:00:16] Complate to parse - cyberbinpol_221132424159
[2017-11-04 21:00:16] Error - Already exists document
[2017-11-04 21:00:16] Click the page - 3page
[2017-11-04 21:00:18] Complate to parse - oblove3_221132404420
