[2017-11-14 15:00:05] Scraping start
[2017-11-14 15:00:05] Connected Elasticsearch server
[2017-11-14 15:00:07] Opened PhantomJS webdriver
[2017-11-14 15:00:10] Complete to bring blogs seed page
[2017-11-14 15:00:10] Complete to move to travel category
[2017-11-14 15:00:11] Complete to move to domestic travel page
[2017-11-14 15:00:11] Start to parse each posts
[2017-11-14 15:00:11] Click the page - 1page
[2017-11-14 15:00:13] Complate to parse - violetjeun_221139643386
[2017-11-14 15:00:23] Error - Already exists document
[2017-11-14 15:00:24] Complate to parse - shbae3521_221139416044
[2017-11-14 15:00:34] Error - Already exists document
[2017-11-14 15:00:34] Complate to parse - gbnadri_221139478213
[2017-11-14 15:00:44] Error - Already exists document
[2017-11-14 15:00:46] Complate to parse - jcjkks_221127481312
[2017-11-14 15:00:49] Complate to percolate - jcjkks_221127481312
[2017-11-14 15:00:49] Complate to parse - aksgek7_221139461251
[2017-11-14 15:00:50] Complate to percolate - aksgek7_221139461251
[2017-11-14 15:00:50] Complate to parse - kji206_221138401441
[2017-11-14 15:00:54] Complate to percolate - kji206_221138401441
[2017-11-14 15:00:56] Complate to parse - myk_2007_221138847208
[2017-11-14 15:00:57] Complate to percolate - myk_2007_221138847208
[2017-11-14 15:00:58] Complate to parse - dox1120_221139628962
[2017-11-14 15:00:58] Complate to percolate - dox1120_221139628962
[2017-11-14 15:00:58] Complate to parse - mhms0420_221139512551
[2017-11-14 15:00:58] Complate to percolate - mhms0420_221139512551
[2017-11-14 15:00:59] Complate to parse - spa7981_221139608766
[2017-11-14 15:01:00] Complate to percolate - spa7981_221139608766
[2017-11-14 15:01:00] Click the page - 2page
[2017-11-14 15:01:03] Complate to parse - deer402_221139376350
[2017-11-14 15:01:05] Complate to percolate - deer402_221139376350
[2017-11-14 15:01:05] Complate to parse - kimcoco1_221139464050
[2017-11-14 15:01:07] Complate to percolate - kimcoco1_221139464050
[2017-11-14 15:01:07] Complate to parse - unijiny1_221139463902
[2017-11-14 15:01:08] Complate to percolate - unijiny1_221139463902
[2017-11-14 15:01:08] Complate to parse - sopoongjeju_221139606580
[2017-11-14 15:01:08] Complate to percolate - sopoongjeju_221139606580
[2017-11-14 15:01:10] Complate to parse - juomsook21_221139569248
[2017-11-14 15:01:10] Complate to percolate - juomsook21_221139569248
[2017-11-14 15:01:11] Complate to parse - tourjeonju_221139524887
[2017-11-14 15:01:11] Complate to percolate - tourjeonju_221139524887
[2017-11-14 15:01:11] Complate to parse - idioe48_221139073455
[2017-11-14 15:01:12] Complate to percolate - idioe48_221139073455
[2017-11-14 15:01:12] Complate to parse - sexysharon_221139012066
[2017-11-14 15:01:12] Complate to percolate - sexysharon_221139012066
[2017-11-14 15:01:13] Complate to parse - top4228_221137250767
[2017-11-14 15:01:13] Complate to percolate - top4228_221137250767
[2017-11-14 15:01:13] Complate to parse - ichmount_221135732176
[2017-11-14 15:01:13] Complate to percolate - ichmount_221135732176
[2017-11-14 15:01:13] Click the page - 3page
[2017-11-14 15:01:15] Complate to parse - net_suji_221136405800
[2017-11-14 15:01:15] Complate to percolate - net_suji_221136405800
[2017-11-14 15:01:17] Complate to parse - pearlchong_221137789169
[2017-11-14 15:01:17] Complate to percolate - pearlchong_221137789169
[2017-11-14 15:01:18] Complate to parse - victoria0815_221139422958
[2017-11-14 15:01:18] Complate to percolate - victoria0815_221139422958
[2017-11-14 15:01:18] Complate to parse - dandyjihye_221139652926
[2017-11-14 15:01:18] Complate to percolate - dandyjihye_221139652926
[2017-11-14 15:01:19] Complate to parse - jihye7822_221139643401
[2017-11-14 15:01:19] Complate to percolate - jihye7822_221139643401
[2017-11-14 15:01:19] Complate to parse - jtowelcome_221139586310
[2017-11-14 15:01:20] Complate to percolate - jtowelcome_221139586310
[2017-11-14 15:01:21] Complate to parse - bmcg1_221139559466
[2017-11-14 15:01:22] Complate to percolate - bmcg1_221139559466
[2017-11-14 15:01:22] Complate to parse - ddawndew_221139347717
[2017-11-14 15:01:22] Complate to percolate - ddawndew_221139347717
[2017-11-14 15:01:22] Complate to parse - you1620_221139152779
[2017-11-14 15:01:23] Complate to percolate - you1620_221139152779
[2017-11-14 15:01:23] Complate to parse - jylhee0704_221139484840
[2017-11-14 15:01:24] Complate to percolate - jylhee0704_221139484840
[2017-11-14 15:01:24] Click the page - 4page
[2017-11-14 15:01:27] Complate to parse - kosh9767_221138854225
[2017-11-14 15:01:27] Complate to percolate - kosh9767_221138854225
[2017-11-14 15:01:27] Complate to parse - anndam_221136569860
[2017-11-14 15:01:28] Complate to percolate - anndam_221136569860
[2017-11-14 15:01:28] Complate to parse - marquiz_221139457293
[2017-11-14 15:01:28] Complate to percolate - marquiz_221139457293
[2017-11-14 15:01:28] Complate to parse - r9600495_221139431412
[2017-11-14 15:01:29] Complate to percolate - r9600495_221139431412
[2017-11-14 15:01:29] Complate to parse - jiyouls_221139304594
[2017-11-14 15:01:29] Complate to percolate - jiyouls_221139304594
[2017-11-14 15:01:29] Complate to parse - rkdfurgkrp_221139512135
[2017-11-14 15:01:30] Complate to percolate - rkdfurgkrp_221139512135
[2017-11-14 15:01:30] Complate to parse - lsy8481_221139570380
[2017-11-14 15:01:30] Complate to percolate - lsy8481_221139570380
[2017-11-14 15:01:30] Complate to parse - 333goo_221139251870
[2017-11-14 15:01:31] Complate to percolate - 333goo_221139251870
[2017-11-14 15:01:31] Complate to parse - bk85219_221136408205
[2017-11-14 15:01:31] Complate to percolate - bk85219_221136408205
[2017-11-14 15:01:32] Complate to parse - jaineys_221139583331
[2017-11-14 15:01:32] Complate to percolate - jaineys_221139583331
[2017-11-14 15:01:32] Click the page - 5page
[2017-11-14 15:01:34] Complate to parse - lily2you_221139529006
[2017-11-14 15:01:35] Complate to percolate - lily2you_221139529006
[2017-11-14 15:01:37] Complate to parse - hanjun66_221139083850
[2017-11-14 15:01:38] Complate to percolate - hanjun66_221139083850
[2017-11-14 15:01:40] Complate to parse - kunmerri_221139279332
[2017-11-14 15:01:41] Complate to percolate - kunmerri_221139279332
[2017-11-14 15:01:41] Complate to parse - kobyungja_221139059392
[2017-11-14 15:01:41] Complate to percolate - kobyungja_221139059392
[2017-11-14 15:01:41] Complate to parse - sh1983y_221138908365
[2017-11-14 15:01:42] Complate to percolate - sh1983y_221138908365
[2017-11-14 15:01:42] Complate to parse - masurit_221139621989
[2017-11-14 15:01:42] Complate to percolate - masurit_221139621989
[2017-11-14 15:01:42] Complate to parse - thsdlatjd2_221139605479
[2017-11-14 15:01:43] Complate to percolate - thsdlatjd2_221139605479
[2017-11-14 15:01:43] Complate to parse - skyline622_221139602775
[2017-11-14 15:01:43] Complate to percolate - skyline622_221139602775
[2017-11-14 15:01:44] Complate to parse - glffld22_221139591298
[2017-11-14 15:01:45] Complate to percolate - glffld22_221139591298
[2017-11-14 15:01:45] Complate to parse - ejejucom_221139591191
[2017-11-14 15:01:45] Complate to percolate - ejejucom_221139591191
[2017-11-14 15:01:45] Click the page - 6page
[2017-11-14 15:01:47] Complate to parse - nivearein_221139584416
[2017-11-14 15:01:47] Complate to percolate - nivearein_221139584416
[2017-11-14 15:01:48] Complate to parse - yoonakim1202_221139558916
[2017-11-14 15:01:48] Complate to percolate - yoonakim1202_221139558916
[2017-11-14 15:01:50] Complate to parse - sssssugi_221139552029
[2017-11-14 15:01:51] Complate to percolate - sssssugi_221139552029
[2017-11-14 15:01:51] Complate to parse - gerrytiger_221139548784
[2017-11-14 15:01:51] Complate to percolate - gerrytiger_221139548784
[2017-11-14 15:01:52] Complate to parse - jhgeel_221139513607
[2017-11-14 15:01:52] Complate to percolate - jhgeel_221139513607
[2017-11-14 15:01:52] Complate to parse - shillajeju__221139066805
[2017-11-14 15:01:53] Complate to percolate - shillajeju__221139066805
[2017-11-14 15:01:53] Complate to parse - cyber397_221139231078
[2017-11-14 15:01:53] Complate to percolate - cyber397_221139231078
[2017-11-14 15:01:54] Complate to parse - twin-story_221139463163
[2017-11-14 15:01:54] Complate to percolate - twin-story_221139463163
[2017-11-14 15:01:55] Complate to parse - hl2xli_221139453817
[2017-11-14 15:01:55] Complate to percolate - hl2xli_221139453817
[2017-11-14 15:01:56] Complate to parse - kokage1120_221139450978
[2017-11-14 15:01:56] Complate to percolate - kokage1120_221139450978
[2017-11-14 15:01:56] Click the page - 7page
