[2017-11-07 20:00:01] Scraping start
[2017-11-07 20:00:01] Connected Elasticsearch server
[2017-11-07 20:00:02] Opened PhantomJS webdriver
[2017-11-07 20:00:07] Complete to bring blogs seed page
[2017-11-07 20:00:08] Complete to move to travel category
[2017-11-07 20:00:08] Complete to move to domestic travel page
[2017-11-07 20:00:08] Start to parse each posts
[2017-11-07 20:00:08] Click the page - 1page
[2017-11-07 20:00:10] Complate to parse - scpark1214_221134743522
[2017-11-07 20:00:10] Complate to percolate - scpark1214_221134743522
[2017-11-07 20:00:11] Complate to parse - 8302yang_221134421261
[2017-11-07 20:00:11] Error - Already exists document
[2017-11-07 20:00:11] Complate to parse - bnbk00_221134417354
[2017-11-07 20:00:11] Error - Already exists document
[2017-11-07 20:00:11] Complate to parse - dewdoll_221134341848
[2017-11-07 20:00:11] Error - Already exists document
[2017-11-07 20:00:11] Complate to parse - pss2317_221134549909
[2017-11-07 20:00:11] Error - Already exists document
[2017-11-07 20:00:12] Complate to parse - soso7869_221134279713
[2017-11-07 20:00:12] Error - Already exists document
[2017-11-07 20:00:12] Complate to parse - coooca_221134535824
[2017-11-07 20:00:12] Error - Already exists document
[2017-11-07 20:00:12] Complate to parse - hwa202_221134502258
[2017-11-07 20:00:12] Error - Already exists document
[2017-11-07 20:00:12] Complate to parse - daeguvisit_221133788080
[2017-11-07 20:00:12] Error - Already exists document
[2017-11-07 20:00:13] Complate to parse - ksb115205_221134649828
[2017-11-07 20:00:13] Error - Already exists document
[2017-11-07 20:00:13] Click the page - 2page
[2017-11-07 20:00:15] Complate to parse - ddaengule_221133500553
[2017-11-07 20:00:15] Error - Already exists document
[2017-11-07 20:00:15] Complate to parse - sopoongjeju_221134631318
[2017-11-07 20:00:15] Error - Already exists document
[2017-11-07 20:00:15] Complate to parse - tazan00009_221134529284
[2017-11-07 20:00:15] Error - Already exists document
[2017-11-07 20:00:15] Complate to parse - bling0430_221134552794
[2017-11-07 20:00:15] Error - Already exists document
