[2017-11-04 07:00:01] Scraping start
[2017-11-04 07:00:01] Connected Elasticsearch server
[2017-11-04 07:00:02] Opened PhantomJS webdriver
[2017-11-04 07:00:04] Complete to bring blogs seed page
[2017-11-04 07:00:04] Complete to move to travel category
[2017-11-04 07:00:05] Complete to move to domestic travel page
[2017-11-04 07:00:06] Start to parse each posts
[2017-11-04 07:00:06] Click the page - 1page
[2017-11-04 07:00:09] Complate to parse - shine092_221132109646
[2017-11-04 07:00:09] Error - Already exists document
[2017-11-04 07:00:09] Complate to parse - grant2_221132061719
[2017-11-04 07:00:09] Error - Already exists document
[2017-11-04 07:00:10] Complate to parse - juco9075_221132110968
[2017-11-04 07:00:10] Error - Already exists document
[2017-11-04 07:00:10] Complate to parse - kpostbank_221131978826
[2017-11-04 07:00:10] Error - Already exists document
[2017-11-04 07:00:10] Complate to parse - hanajuni21_221131983400
[2017-11-04 07:00:10] Error - Already exists document
[2017-11-04 07:00:10] Complate to parse - sandcastle44_221132203256
[2017-11-04 07:00:10] Error - Already exists document
[2017-11-04 07:00:10] Complate to parse - irisnu_221131936275
[2017-11-04 07:00:10] Error - Already exists document
[2017-11-04 07:00:11] Complate to parse - narulove09_221128200621
[2017-11-04 07:00:11] Error - Already exists document
[2017-11-04 07:00:11] Complate to parse - mh84love_221132093034
[2017-11-04 07:00:11] Error - Already exists document
[2017-11-04 07:00:11] Complate to parse - sun3034sksk_221132128036
[2017-11-04 07:00:11] Error - Already exists document
[2017-11-04 07:00:11] Click the page - 2page
[2017-11-04 07:00:13] Complate to parse - todaylike_221132064534
[2017-11-04 07:00:13] Error - Already exists document
[2017-11-04 07:00:13] Complate to parse - sksmstls1106_221132048747
[2017-11-04 07:00:13] Error - Already exists document
[2017-11-04 07:00:13] Complate to parse - joolp00_221132035554
[2017-11-04 07:00:13] Error - Already exists document
[2017-11-04 07:00:13] Complate to parse - specialpsk1_221131989274
[2017-11-04 07:00:13] Error - Already exists document
[2017-11-04 07:00:14] Complate to parse - hey_mystyle_221132203985
[2017-11-04 07:00:14] Error - Already exists document
[2017-11-04 07:00:14] Complate to parse - 93jeongdahye_221132170610
[2017-11-04 07:00:14] Error - Already exists document
[2017-11-04 07:00:14] Complate to parse - nstand1_221132016978
[2017-11-04 07:00:14] Error - Already exists document
