[2017-11-06 16:00:02] Scraping start
[2017-11-06 16:00:02] Connected Elasticsearch server
[2017-11-06 16:00:03] Opened PhantomJS webdriver
[2017-11-06 16:00:04] Complete to bring blogs seed page
[2017-11-06 16:00:04] Complete to move to travel category
[2017-11-06 16:00:05] Complete to move to domestic travel page
[2017-11-06 16:00:05] Start to parse each posts
[2017-11-06 16:00:05] Click the page - 1page
[2017-11-06 16:00:07] Complate to parse - daichung_221133587803
[2017-11-06 16:00:07] Error - Already exists document
[2017-11-06 16:00:07] Complate to parse - exhappyway_221133692144
[2017-11-06 16:00:08] Complate to percolate - exhappyway_221133692144
[2017-11-06 16:00:08] Complate to parse - jtowelcome_221133445965
[2017-11-06 16:00:08] Error - Already exists document
[2017-11-06 16:00:08] Complate to parse - bbibbiana89_221133435533
[2017-11-06 16:00:08] Error - Already exists document
[2017-11-06 16:00:08] Complate to parse - kkongi3028_221133423973
[2017-11-06 16:00:08] Error - Already exists document
[2017-11-06 16:00:09] Complate to parse - ksb115205_221133459652
[2017-11-06 16:00:09] Error - Already exists document
[2017-11-06 16:00:09] Complate to parse - sayjune2005_221133424440
[2017-11-06 16:00:09] Error - Already exists document
[2017-11-06 16:00:09] Complate to parse - hyang2yaaa_221133465336
[2017-11-06 16:00:09] Error - Already exists document
[2017-11-06 16:00:09] Complate to parse - gukjung_221133609471
[2017-11-06 16:00:09] Error - Already exists document
[2017-11-06 16:00:10] Complate to parse - anndam_221132554307
[2017-11-06 16:00:10] Error - Already exists document
[2017-11-06 16:00:10] Click the page - 2page
[2017-11-06 16:00:12] Complate to parse - lsy5088_221133216240
[2017-11-06 16:00:12] Error - Already exists document
[2017-11-06 16:00:13] Complate to parse - limky5882_221133633622
[2017-11-06 16:00:13] Error - Already exists document
[2017-11-06 16:00:13] Complate to parse - findjeju_221133562586
[2017-11-06 16:00:13] Error - Already exists document
[2017-11-06 16:00:13] Complate to parse - daesunjujo_221133497099
[2017-11-06 16:00:13] Error - Already exists document
[2017-11-06 16:00:13] Complate to parse - usgreen99_221133481474
[2017-11-06 16:00:13] Error - Already exists document
[2017-11-06 16:00:14] Complate to parse - mina860527_221133206705
[2017-11-06 16:00:14] Error - Already exists document
[2017-11-06 16:00:14] Complate to parse - 8302yang_221133412962
[2017-11-06 16:00:14] Error - Already exists document
[2017-11-06 16:00:14] Complate to parse - tpsxj8585_221133409116
[2017-11-06 16:00:14] Error - Already exists document
[2017-11-06 16:00:14] Complate to parse - sseotaiji_221133633911
[2017-11-06 16:00:14] Error - Already exists document
[2017-11-06 16:00:15] Complate to parse - shfrjf59_221133609029
[2017-11-06 16:00:15] Error - Already exists document
[2017-11-06 16:00:15] Click the page - 3page
[2017-11-06 16:00:17] Complate to parse - jejubnf_221133488111
[2017-11-06 16:00:17] Error - Already exists document
[2017-11-06 16:00:17] Complate to parse - afeleia_221133463885
[2017-11-06 16:00:17] Error - Already exists document
[2017-11-06 16:00:17] Complate to parse - cucuya21_221133445754
[2017-11-06 16:00:17] Error - Already exists document
[2017-11-06 16:00:17] Complate to parse - hanjun66_221133218004
[2017-11-06 16:00:17] Error - Already exists document
[2017-11-06 16:00:17] Complate to parse - nailstan_221133186900
[2017-11-06 16:00:17] Error - Already exists document
[2017-11-06 16:00:18] Complate to parse - shillajeju__221131919410
[2017-11-06 16:00:18] Error - Already exists document
[2017-11-06 16:00:18] Complate to parse - tudvhfpqj_221133435843
[2017-11-06 16:00:18] Error - Already exists document
[2017-11-06 16:00:18] Complate to parse - kaite1130_221133275726
[2017-11-06 16:00:18] Error - Already exists document
[2017-11-06 16:00:18] Complate to parse - suk4408_221133030577
[2017-11-06 16:00:18] Error - Already exists document
[2017-11-06 16:00:18] Complate to parse - jbm993_221133023359
[2017-11-06 16:00:18] Error - Already exists document
[2017-11-06 16:00:18] Click the page - 4page
[2017-11-06 16:00:20] Complate to parse - suheeryu_221132526364
[2017-11-06 16:00:20] Error - Already exists document
[2017-11-06 16:00:20] Complate to parse - idioe48_221131712146
[2017-11-06 16:00:20] Error - Already exists document
[2017-11-06 16:00:21] Complate to parse - ehy2106_221131989594
[2017-11-06 16:00:21] Error - Already exists document
[2017-11-06 16:00:21] Complate to parse - goldenkd_221133069323
[2017-11-06 16:00:21] Error - Already exists document
[2017-11-06 16:00:21] Complate to parse - nahe0904_221133644365
[2017-11-06 16:00:21] Error - Already exists document
[2017-11-06 16:00:21] Complate to parse - nopqda_221133564393
[2017-11-06 16:00:21] Error - Already exists document
[2017-11-06 16:00:22] Complate to parse - suni2park_221133384483
[2017-11-06 16:00:22] Error - Already exists document
[2017-11-06 16:00:22] Complate to parse - okaban_221133374969
[2017-11-06 16:00:22] Error - Already exists document
[2017-11-06 16:00:22] Complate to parse - troy1219_221133607579
[2017-11-06 16:00:22] Error - Already exists document
[2017-11-06 16:00:22] Complate to parse - sksmstls1106_221132643259
[2017-11-06 16:00:22] Error - Already exists document
[2017-11-06 16:00:22] Click the page - 5page
[2017-11-06 16:00:24] Complate to parse - kimnyanghk_221133444660
[2017-11-06 16:00:24] Error - Already exists document
[2017-11-06 16:00:24] Complate to parse - soon09143_221133008074
[2017-11-06 16:00:24] Error - Already exists document
[2017-11-06 16:00:25] Complate to parse - kfcc_no1_221131909480
[2017-11-06 16:00:25] Error - Already exists document
[2017-11-06 16:00:25] Complate to parse - labbor_221133567784
[2017-11-06 16:00:25] Error - Already exists document
[2017-11-06 16:00:25] Complate to parse - kyunmom0413_221133331425
[2017-11-06 16:00:25] Error - Already exists document
[2017-11-06 16:00:25] Complate to parse - junhyuk_abba_221133637608
[2017-11-06 16:00:25] Error - Already exists document
[2017-11-06 16:00:25] Complate to parse - hahaha1504_221133626830
[2017-11-06 16:00:25] Error - Already exists document
[2017-11-06 16:00:26] Complate to parse - hesperus_10_221133611113
[2017-11-06 16:00:26] Error - Already exists document
[2017-11-06 16:00:26] Complate to parse - south0429_221133165475
[2017-11-06 16:00:26] Error - Already exists document
[2017-11-06 16:00:26] Complate to parse - goldkmsa_221133574513
[2017-11-06 16:00:26] Error - Already exists document
[2017-11-06 16:00:26] Click the page - 6page
[2017-11-06 16:00:28] Complate to parse - seinlove0523_221133497750
[2017-11-06 16:00:28] Error - Already exists document
[2017-11-06 16:00:28] Complate to parse - namesora_221133492398
[2017-11-06 16:00:28] Error - Already exists document
