[2017-11-08 05:00:01] Scraping start
[2017-11-08 05:00:01] Connected Elasticsearch server
[2017-11-08 05:00:02] Opened PhantomJS webdriver
[2017-11-08 05:00:04] Complete to bring blogs seed page
[2017-11-08 05:00:04] Complete to move to travel category
[2017-11-08 05:00:05] Complete to move to domestic travel page
[2017-11-08 05:00:05] Start to parse each posts
[2017-11-08 05:00:05] Click the page - 1page
[2017-11-08 05:00:07] Complate to parse - scpark1214_221134743522
[2017-11-08 05:00:07] Error - Already exists document
[2017-11-08 05:00:07] Complate to parse - qnfjqekqnfjdnj_221134840496
[2017-11-08 05:00:07] Error - Already exists document
[2017-11-08 05:00:07] Complate to parse - oblove3_221134869690
[2017-11-08 05:00:07] Error - Already exists document
[2017-11-08 05:00:07] Complate to parse - wjsurdpqhk_221134728907
[2017-11-08 05:00:07] Error - Already exists document
[2017-11-08 05:00:07] Complate to parse - ybg_baram_221134893090
[2017-11-08 05:00:07] Error - Already exists document
[2017-11-08 05:00:08] Complate to parse - bmcg1_221134754848
[2017-11-08 05:00:08] Error - Already exists document
[2017-11-08 05:00:08] Complate to parse - choikoil_221134750804
[2017-11-08 05:00:08] Error - Already exists document
[2017-11-08 05:00:08] Complate to parse - aurtkfwkqdl_221134826385
[2017-11-08 05:00:08] Error - Already exists document
[2017-11-08 05:00:08] Complate to parse - hexeph_221134772305
[2017-11-08 05:00:08] Error - Already exists document
[2017-11-08 05:00:09] Complate to parse - lyu1388_221134717700
[2017-11-08 05:00:09] Error - Already exists document
[2017-11-08 05:00:09] Click the page - 2page
[2017-11-08 05:00:10] Complate to parse - ohho52_221134685334
[2017-11-08 05:00:10] Error - Already exists document
[2017-11-08 05:00:10] Complate to parse - dptmfdl3135_221134984334
[2017-11-08 05:00:10] Error - Already exists document
[2017-11-08 05:00:11] Complate to parse - dailytalk_hy_221134956249
[2017-11-08 05:00:11] Error - Already exists document
[2017-11-08 05:00:11] Complate to parse - lovtrout_221134859816
[2017-11-08 05:00:11] Error - Already exists document
[2017-11-08 05:00:11] Complate to parse - jirisan72_221134749251
[2017-11-08 05:00:11] Error - Already exists document
[2017-11-08 05:00:11] Complate to parse - potoi_221134669611
[2017-11-08 05:00:11] Error - Already exists document
[2017-11-08 05:00:11] Complate to parse - kissi3oy_221134779374
[2017-11-08 05:00:11] Error - Already exists document
[2017-11-08 05:00:12] Complate to parse - cyberbinpol_221134776563
[2017-11-08 05:00:12] Error - Already exists document
[2017-11-08 05:00:12] Complate to parse - joon-ri-1215_221134719323
[2017-11-08 05:00:12] Error - Already exists document
[2017-11-08 05:00:12] Complate to parse - bnbmoh_221134657447
[2017-11-08 05:00:12] Error - Already exists document
[2017-11-08 05:00:12] Click the page - 3page
[2017-11-08 05:00:14] Complate to parse - suncheonsi_221134689948
[2017-11-08 05:00:14] Error - Already exists document
[2017-11-08 05:00:14] Complate to parse - so9122_221134662948
[2017-11-08 05:00:14] Error - Already exists document
[2017-11-08 05:00:14] Complate to parse - mylittlechan_221134656985
[2017-11-08 05:00:14] Error - Already exists document
[2017-11-08 05:00:15] Complate to parse - trueka20_221134914945
[2017-11-08 05:00:15] Error - Already exists document
[2017-11-08 05:00:15] Complate to parse - acura06_221134675109
[2017-11-08 05:00:15] Error - Already exists document
[2017-11-08 05:00:15] Complate to parse - canvaslab_221134793927
[2017-11-08 05:00:15] Error - Already exists document
[2017-11-08 05:00:15] Complate to parse - nopqda_221134706866
[2017-11-08 05:00:15] Error - Already exists document
[2017-11-08 05:00:16] Complate to parse - juomsook21_221135011966
[2017-11-08 05:00:16] Error - Already exists document
[2017-11-08 05:00:16] Complate to parse - 2_eunjee_221134937709
[2017-11-08 05:00:16] Error - Already exists document
[2017-11-08 05:00:16] Complate to parse - candyra9_221134922238
[2017-11-08 05:00:16] Error - Already exists document
[2017-11-08 05:00:16] Click the page - 4page
[2017-11-08 05:00:18] Complate to parse - sinymi77_221134918841
[2017-11-08 05:00:18] Error - Already exists document
[2017-11-08 05:00:18] Complate to parse - ailee06_221134913628
[2017-11-08 05:00:18] Error - Already exists document
[2017-11-08 05:00:18] Complate to parse - you1620_221134810134
[2017-11-08 05:00:18] Error - Already exists document
[2017-11-08 05:00:18] Complate to parse - woo4132_221134798646
[2017-11-08 05:00:18] Error - Already exists document
[2017-11-08 05:00:19] Complate to parse - congcookin_221134779975
[2017-11-08 05:00:19] Error - Already exists document
[2017-11-08 05:00:19] Complate to parse - jejubloger_221134740983
[2017-11-08 05:00:19] Error - Already exists document
[2017-11-08 05:00:19] Complate to parse - lovingssu_221134725034
[2017-11-08 05:00:19] Error - Already exists document
[2017-11-08 05:00:19] Complate to parse - nam1991_221134615105
[2017-11-08 05:00:19] Error - Already exists document
[2017-11-08 05:00:19] Complate to parse - aejbaby_221134965258
[2017-11-08 05:00:19] Error - Already exists document
[2017-11-08 05:00:20] Complate to parse - natur_herz_221134955234
[2017-11-08 05:00:20] Error - Already exists document
[2017-11-08 05:00:20] Click the page - 5page
[2017-11-08 05:00:21] Complate to parse - titicoca_221134953670
[2017-11-08 05:00:21] Error - Already exists document
[2017-11-08 05:00:22] Complate to parse - tofl3107_221134912739
[2017-11-08 05:00:22] Error - Already exists document
[2017-11-08 05:00:22] Complate to parse - giyoung0901_221134806686
[2017-11-08 05:00:22] Error - Already exists document
[2017-11-08 05:00:22] Complate to parse - jongsulim_221134725949
[2017-11-08 05:00:22] Error - Already exists document
[2017-11-08 05:00:22] Complate to parse - chaein9885_221134934487
[2017-11-08 05:00:22] Error - Already exists document
[2017-11-08 05:00:22] Complate to parse - hyeon10108_221134860492
[2017-11-08 05:00:22] Error - Already exists document
[2017-11-08 05:00:23] Complate to parse - gy00ny_221134732964
[2017-11-08 05:00:23] Error - Already exists document
[2017-11-08 05:00:23] Complate to parse - joolp00_221134711000
[2017-11-08 05:00:23] Error - Already exists document
[2017-11-08 05:00:23] Complate to parse - bonnylady912_221134696750
[2017-11-08 05:00:23] Error - Already exists document
[2017-11-08 05:00:23] Complate to parse - kissi3oy_221134660653
[2017-11-08 05:00:23] Error - Already exists document
[2017-11-08 05:00:23] Click the page - 6page
[2017-11-08 05:00:25] Complate to parse - nscity_221134585217
[2017-11-08 05:00:25] Error - Already exists document
[2017-11-08 05:00:25] Complate to parse - salee7908_221134918390
[2017-11-08 05:00:25] Error - Already exists document
[2017-11-08 05:00:26] Complate to parse - goofysms2_221134824038
[2017-11-08 05:00:26] Error - Already exists document
[2017-11-08 05:00:26] Complate to parse - dropy_221134805156
[2017-11-08 05:00:26] Error - Already exists document
[2017-11-08 05:00:26] Complate to parse - s2travel_221134700780
[2017-11-08 05:00:26] Error - Already exists document
[2017-11-08 05:00:26] Complate to parse - reise95_221134698819
[2017-11-08 05:00:26] Error - Already exists document
[2017-11-08 05:00:26] Complate to parse - woo_planet_221134852609
[2017-11-08 05:00:26] Error - Already exists document
[2017-11-08 05:00:27] Complate to parse - risapa_221134948072
[2017-11-08 05:00:27] Error - Already exists document
[2017-11-08 05:00:27] Complate to parse - 3000km_221134920383
[2017-11-08 05:00:27] Error - Already exists document
[2017-11-08 05:00:27] Complate to parse - koolhaas75_221134814117
[2017-11-08 05:00:27] Error - Already exists document
[2017-11-08 05:00:27] Click the page - 7page
[2017-11-08 05:00:29] Complate to parse - shensubin_221134788218
[2017-11-08 05:00:29] Error - Already exists document
[2017-11-08 05:00:30] Complate to parse - shinhye1014_221134741394
[2017-11-08 05:00:30] Error - Already exists document
[2017-11-08 05:00:30] Complate to parse - jjangrafting_221134718526
[2017-11-08 05:00:30] Error - Already exists document
[2017-11-08 05:00:30] Complate to parse - beomzzi_221134671966
[2017-11-08 05:00:30] Error - Already exists document
[2017-11-08 05:00:30] Complate to parse - snslive_221127206021
[2017-11-08 05:00:30] Error - Already exists document
[2017-11-08 05:00:30] Complate to parse - tjdan6161_221134923443
[2017-11-08 05:00:30] Error - Already exists document
[2017-11-08 05:00:30] Complate to parse - komyou07_221134919859
[2017-11-08 05:00:30] Error - Already exists document
[2017-11-08 05:00:31] Complate to parse - im7769_221134872861
[2017-11-08 05:00:31] Error - Already exists document
[2017-11-08 05:00:31] Complate to parse - hongwind323_221134818190
[2017-11-08 05:00:31] Error - Already exists document
[2017-11-08 05:00:31] Complate to parse - kidari0727_221134793567
[2017-11-08 05:00:31] Error - Already exists document
[2017-11-08 05:00:31] Click the page - 8page
[2017-11-08 05:00:33] Complate to parse - daeguvisit_221134593935
[2017-11-08 05:00:33] Error - Already exists document
[2017-11-08 05:00:33] Complate to parse - eunink_221134738867
[2017-11-08 05:00:33] Error - Already exists document
[2017-11-08 05:00:33] Complate to parse - chunghwan69_221134668334
[2017-11-08 05:00:33] Error - Already exists document
[2017-11-08 05:00:33] Complate to parse - gndctour_221134662149
[2017-11-08 05:00:33] Error - Already exists document
[2017-11-08 05:00:33] Complate to parse - yejee0620_221135025672
[2017-11-08 05:00:34] Complate to percolate - yejee0620_221135025672
[2017-11-08 05:00:34] Complate to parse - consockorea_221134966480
[2017-11-08 05:00:34] Error - Already exists document
[2017-11-08 05:00:34] Complate to parse - gongju7000_221134959743
[2017-11-08 05:00:34] Error - Already exists document
[2017-11-08 05:00:34] Complate to parse - katarina1213_221134949965
[2017-11-08 05:00:34] Error - Already exists document
[2017-11-08 05:00:35] Complate to parse - 7lovei_221134938396
[2017-11-08 05:00:35] Error - Already exists document
[2017-11-08 05:00:35] Complate to parse - iamromy_221134897818
[2017-11-08 05:00:35] Error - Already exists document
[2017-11-08 05:00:35] Click the page - 9page
[2017-11-08 05:00:37] Complate to parse - koaiko86_221134892390
[2017-11-08 05:00:37] Error - Already exists document
[2017-11-08 05:00:37] Complate to parse - oliverbh_221134871387
[2017-11-08 05:00:37] Error - Already exists document
[2017-11-08 05:00:37] Complate to parse - palm365_221134868151
[2017-11-08 05:00:37] Error - Already exists document
[2017-11-08 05:00:37] Complate to parse - kimky605_221134849707
[2017-11-08 05:00:37] Error - Already exists document
[2017-11-08 05:00:37] Complate to parse - tnvlfwjd_221134782611
[2017-11-08 05:00:37] Error - Already exists document
[2017-11-08 05:00:38] Complate to parse - citybloom_221134750146
[2017-11-08 05:00:38] Error - Already exists document
[2017-11-08 05:00:38] Complate to parse - wwjhlav_221134726632
[2017-11-08 05:00:38] Error - Already exists document
[2017-11-08 05:00:38] Complate to parse - hdh_0125_221134699964
[2017-11-08 05:00:38] Error - Already exists document
[2017-11-08 05:00:38] Complate to parse - belkara_221134681759
[2017-11-08 05:00:38] Error - Already exists document
[2017-11-08 05:00:39] Complate to parse - yoritime_221134674379
[2017-11-08 05:00:39] Error - Already exists document
[2017-11-08 05:00:39] Click the page - 10page
[2017-11-08 05:00:40] Complate to parse - jmkida282_221134982348
[2017-11-08 05:00:40] Error - Already exists document
[2017-11-08 05:00:41] Complate to parse - goppaba_221134957875
[2017-11-08 05:00:41] Error - Already exists document
[2017-11-08 05:00:41] Complate to parse - choichokk_221133294178
[2017-11-08 05:00:41] Error - Already exists document
[2017-11-08 05:00:41] Complate to parse - rockyu205_221124158432
[2017-11-08 05:00:41] Error - Already exists document
[2017-11-08 05:00:41] Complate to parse - emmastar_221134915293
[2017-11-08 05:00:41] Error - Already exists document
[2017-11-08 05:00:42] Complate to parse - 1000salang_221134822738
[2017-11-08 05:00:42] Complate to percolate - 1000salang_221134822738
[2017-11-08 05:00:42] Complate to parse - qara66_221134880971
[2017-11-08 05:00:42] Error - Already exists document
[2017-11-08 05:00:42] Complate to parse - nkero77_221134878425
[2017-11-08 05:00:42] Error - Already exists document
[2017-11-08 05:00:42] Complate to parse - hakppp_221134828633
[2017-11-08 05:00:42] Error - Already exists document
[2017-11-08 05:00:43] Complate to parse - sugidanji_221134814619
[2017-11-08 05:00:43] Error - Already exists document
[2017-11-08 05:00:43] Click the next
[2017-11-08 05:00:43] Click the page - 11page
[2017-11-08 05:00:44] Complate to parse - sjhe8808_221134811063
[2017-11-08 05:00:44] Error - Already exists document
[2017-11-08 05:00:45] Complate to parse - 333goo_221134798135
[2017-11-08 05:00:45] Error - Already exists document
[2017-11-08 05:00:45] Complate to parse - suna27_221134642580
[2017-11-08 05:00:45] Error - Already exists document
[2017-11-08 05:00:45] Complate to parse - greatkwon17_221134691318
[2017-11-08 05:00:45] Error - Already exists document
[2017-11-08 05:00:45] Complate to parse - miryangsi_221133778889
[2017-11-08 05:00:45] Error - Already exists document
[2017-11-08 05:00:45] Complate to parse - dahalife_221135006840
[2017-11-08 05:00:45] Error - Already exists document
[2017-11-08 05:00:46] Complate to parse - pink_latte_221134991836
