[2017-11-08 01:00:01] Scraping start
[2017-11-08 01:00:01] Connected Elasticsearch server
[2017-11-08 01:00:02] Opened PhantomJS webdriver
[2017-11-08 01:00:04] Complete to bring blogs seed page
[2017-11-08 01:00:04] Complete to move to travel category
[2017-11-08 01:00:05] Complete to move to domestic travel page
[2017-11-08 01:00:05] Start to parse each posts
[2017-11-08 01:00:05] Click the page - 1page
[2017-11-08 01:00:07] Complate to parse - scpark1214_221134743522
[2017-11-08 01:00:07] Error - Already exists document
[2017-11-08 01:00:07] Complate to parse - qnfjqekqnfjdnj_221134840496
[2017-11-08 01:00:07] Complate to percolate - qnfjqekqnfjdnj_221134840496
[2017-11-08 01:00:07] Complate to parse - pss2317_221134549909
[2017-11-08 01:00:07] Error - Already exists document
[2017-11-08 01:00:07] Complate to parse - oblove3_221134869690
[2017-11-08 01:00:08] Complate to percolate - oblove3_221134869690
[2017-11-08 01:00:08] Complate to parse - coooca_221134535824
[2017-11-08 01:00:08] Error - Already exists document
[2017-11-08 01:00:08] Complate to parse - hwa202_221134502258
[2017-11-08 01:00:08] Error - Already exists document
[2017-11-08 01:00:08] Complate to parse - wjsurdpqhk_221134728907
[2017-11-08 01:00:08] Complate to percolate - wjsurdpqhk_221134728907
[2017-11-08 01:00:09] Complate to parse - ksb115205_221134649828
[2017-11-08 01:00:09] Error - Already exists document
[2017-11-08 01:00:09] Complate to parse - sopoongjeju_221134631318
[2017-11-08 01:00:09] Error - Already exists document
[2017-11-08 01:00:09] Complate to parse - tazan00009_221134529284
[2017-11-08 01:00:09] Error - Already exists document
[2017-11-08 01:00:09] Click the page - 2page
[2017-11-08 01:00:11] Complate to parse - bling0430_221134552794
[2017-11-08 01:00:11] Error - Already exists document
[2017-11-08 01:00:11] Complate to parse - 00starhyunju_221134454419
[2017-11-08 01:00:11] Error - Already exists document
[2017-11-08 01:00:11] Complate to parse - ybg_baram_221134893090
[2017-11-08 01:00:12] Complate to percolate - ybg_baram_221134893090
[2017-11-08 01:00:12] Complate to parse - bmcg1_221134754848
[2017-11-08 01:00:12] Error - Already exists document
[2017-11-08 01:00:12] Complate to parse - choikoil_221134750804
[2017-11-08 01:00:12] Error - Already exists document
[2017-11-08 01:00:12] Complate to parse - newgisadan_221134575856
[2017-11-08 01:00:12] Error - Already exists document
[2017-11-08 01:00:13] Complate to parse - vllollv_221134456568
[2017-11-08 01:00:13] Error - Already exists document
[2017-11-08 01:00:13] Complate to parse - aurtkfwkqdl_221134826385
[2017-11-08 01:00:13] Complate to percolate - aurtkfwkqdl_221134826385
[2017-11-08 01:00:13] Complate to parse - hexeph_221134772305
[2017-11-08 01:00:13] Error - Already exists document
[2017-11-08 01:00:13] Complate to parse - lyu1388_221134717700
[2017-11-08 01:00:13] Error - Already exists document
[2017-11-08 01:00:13] Click the page - 3page
[2017-11-08 01:00:15] Complate to parse - ohho52_221134685334
[2017-11-08 01:00:15] Error - Already exists document
[2017-11-08 01:00:16] Complate to parse - vegemilstory_221134647378
[2017-11-08 01:00:16] Error - Already exists document
[2017-11-08 01:00:16] Complate to parse - wnhjeju_221134642846
[2017-11-08 01:00:16] Error - Already exists document
[2017-11-08 01:00:16] Complate to parse - eriogena_221133397575
