[2017-11-05 20:00:01] Scraping start
[2017-11-05 20:00:01] Connected Elasticsearch server
[2017-11-05 20:00:02] Opened PhantomJS webdriver
[2017-11-05 20:00:04] Complete to bring blogs seed page
[2017-11-05 20:00:04] Complete to move to travel category
[2017-11-05 20:00:05] Complete to move to domestic travel page
[2017-11-05 20:00:05] Start to parse each posts
[2017-11-05 20:00:05] Click the page - 1page
[2017-11-05 20:00:06] Complate to parse - daichung_221132875039
[2017-11-05 20:00:07] Error - Already exists document
[2017-11-05 20:00:07] Complate to parse - austinwine_221132796755
[2017-11-05 20:00:07] Error - Already exists document
[2017-11-05 20:00:07] Complate to parse - flskfl88_221132927660
[2017-11-05 20:00:07] Error - Already exists document
[2017-11-05 20:00:07] Complate to parse - serena914_221132771641
[2017-11-05 20:00:07] Error - Already exists document
[2017-11-05 20:00:07] Complate to parse - jbgokr_221131709640
[2017-11-05 20:00:07] Error - Already exists document
[2017-11-05 20:00:08] Complate to parse - ebbenke_221132804219
[2017-11-05 20:00:08] Error - Already exists document
[2017-11-05 20:00:08] Complate to parse - nata4224_221132975324
[2017-11-05 20:00:08] Error - Already exists document
[2017-11-05 20:00:08] Complate to parse - 8302yang_221132958577
[2017-11-05 20:00:08] Error - Already exists document
[2017-11-05 20:00:08] Complate to parse - xhfl1031_221132906243
[2017-11-05 20:00:08] Error - Already exists document
[2017-11-05 20:00:09] Complate to parse - you1620_221132653320
[2017-11-05 20:00:09] Error - Already exists document
[2017-11-05 20:00:09] Click the page - 2page
[2017-11-05 20:00:11] Complate to parse - rsmvf_221132831524
[2017-11-05 20:00:11] Error - Already exists document
[2017-11-05 20:00:11] Complate to parse - binsuk8_221132697228
[2017-11-05 20:00:11] Error - Already exists document
[2017-11-05 20:00:11] Complate to parse - pcn1970_221133019225
[2017-11-05 20:00:11] Error - Already exists document
[2017-11-05 20:00:11] Complate to parse - ejejucom_221133005962
[2017-11-05 20:00:11] Error - Already exists document
[2017-11-05 20:00:11] Complate to parse - neweunha_221132989867
[2017-11-05 20:00:11] Error - Already exists document
[2017-11-05 20:00:12] Complate to parse - pinkdk1124_221132915040
[2017-11-05 20:00:12] Error - Already exists document
[2017-11-05 20:00:12] Complate to parse - 1978mm_221132871873
[2017-11-05 20:00:12] Error - Already exists document
[2017-11-05 20:00:12] Complate to parse - mongniyang_221132152629
[2017-11-05 20:00:12] Error - Already exists document
[2017-11-05 20:00:12] Complate to parse - jbgokr_221131741713
[2017-11-05 20:00:12] Error - Already exists document
[2017-11-05 20:00:12] Complate to parse - wjgo1217_221132980327
[2017-11-05 20:00:12] Error - Already exists document
[2017-11-05 20:00:12] Click the page - 3page
[2017-11-05 20:00:14] Complate to parse - spring921_221132916954
[2017-11-05 20:00:14] Error - Already exists document
[2017-11-05 20:00:14] Complate to parse - 8302yang_221133062845
[2017-11-05 20:00:14] Error - Already exists document
[2017-11-05 20:00:14] Complate to parse - eom4128_221133022164
[2017-11-05 20:00:14] Error - Already exists document
[2017-11-05 20:00:15] Complate to parse - 8980480_221133016544
[2017-11-05 20:00:15] Error - Already exists document
[2017-11-05 20:00:15] Complate to parse - gangguri__221132878970
[2017-11-05 20:00:15] Error - Already exists document
[2017-11-05 20:00:15] Complate to parse - mon9955_221133069760
[2017-11-05 20:00:15] Error - Already exists document
[2017-11-05 20:00:15] Complate to parse - kenykim70_221133045912
[2017-11-05 20:00:15] Error - Already exists document
[2017-11-05 20:00:16] Complate to parse - beautiful-girl87_221133010572
[2017-11-05 20:00:16] Error - Already exists document
[2017-11-05 20:00:16] Complate to parse - babtol2000_221133003713
[2017-11-05 20:00:16] Error - Already exists document
[2017-11-05 20:00:16] Complate to parse - idioe48_221131713025
[2017-11-05 20:00:16] Error - Already exists document
[2017-11-05 20:00:16] Click the page - 4page
[2017-11-05 20:00:18] Complate to parse - sopoongjeju_221132919438
[2017-11-05 20:00:18] Error - Already exists document
[2017-11-05 20:00:18] Complate to parse - junhyuk_abba_221132900916
[2017-11-05 20:00:18] Error - Already exists document
[2017-11-05 20:00:18] Complate to parse - cuti0118_221132873234
[2017-11-05 20:00:18] Error - Already exists document
[2017-11-05 20:00:18] Complate to parse - yllove7979_221132833204
[2017-11-05 20:00:18] Error - Already exists document
[2017-11-05 20:00:18] Complate to parse - idioe48_221131086107
[2017-11-05 20:00:18] Error - Already exists document
[2017-11-05 20:00:19] Complate to parse - neweunha_221133044057
[2017-11-05 20:00:19] Error - Already exists document
[2017-11-05 20:00:19] Complate to parse - 2remona2_221133019001
[2017-11-05 20:00:19] Error - Already exists document
[2017-11-05 20:00:19] Complate to parse - lsuhnok_221133013036
[2017-11-05 20:00:19] Error - Already exists document
[2017-11-05 20:00:19] Complate to parse - god_jhzz_221133008390
[2017-11-05 20:00:19] Error - Already exists document
[2017-11-05 20:00:19] Complate to parse - cjcityblog_221133007589
[2017-11-05 20:00:19] Error - Already exists document
[2017-11-05 20:00:19] Click the page - 5page
[2017-11-05 20:00:21] Complate to parse - tazan00009_221132864528
[2017-11-05 20:00:21] Error - Already exists document
[2017-11-05 20:00:21] Complate to parse - dailytalk_hy_221132993588
[2017-11-05 20:00:21] Error - Already exists document
[2017-11-05 20:00:22] Complate to parse - altmqkr0_221132942220
[2017-11-05 20:00:22] Error - Already exists document
[2017-11-05 20:00:22] Complate to parse - yeoniess_221132789615
[2017-11-05 20:00:22] Error - Already exists document
[2017-11-05 20:00:23] Complate to parse - sh1866_221132556778
[2017-11-05 20:00:23] Error - Already exists document
[2017-11-05 20:00:23] Complate to parse - jjuu0801_221133080047
[2017-11-05 20:00:23] Error - Already exists document
[2017-11-05 20:00:24] Complate to parse - arti76_221133033428
[2017-11-05 20:00:24] Error - Already exists document
[2017-11-05 20:00:24] Complate to parse - himy21_221132025220
[2017-11-05 20:00:24] Error - Already exists document
[2017-11-05 20:00:24] Complate to parse - lkd8659_221132691729
[2017-11-05 20:00:24] Error - Already exists document
[2017-11-05 20:00:24] Complate to parse - kunby_221132836237
[2017-11-05 20:00:24] Error - Already exists document
[2017-11-05 20:00:24] Click the page - 6page
[2017-11-05 20:00:26] Complate to parse - ann7686_221133043917
[2017-11-05 20:00:26] Error - Already exists document
[2017-11-05 20:00:26] Complate to parse - jhee4_221132870775
[2017-11-05 20:00:26] Error - Already exists document
[2017-11-05 20:00:26] Complate to parse - eunmi4222_221132866448
[2017-11-05 20:00:26] Error - Already exists document
[2017-11-05 20:00:27] Complate to parse - chflrhf_221132848174
[2017-11-05 20:00:27] Error - Already exists document
[2017-11-05 20:00:27] Complate to parse - yolo_hui_221130300015
[2017-11-05 20:00:27] Error - Already exists document
[2017-11-05 20:00:27] Complate to parse - investmoon_221132081027
[2017-11-05 20:00:27] Error - Already exists document
[2017-11-05 20:00:27] Complate to parse - hhocho65_221131423016
[2017-11-05 20:00:27] Error - Already exists document
[2017-11-05 20:00:27] Complate to parse - rkdfurgkrp_221132532746
[2017-11-05 20:00:27] Error - Already exists document
[2017-11-05 20:00:28] Complate to parse - 1023cdh_221132998417
[2017-11-05 20:00:28] Error - Already exists document
[2017-11-05 20:00:28] Complate to parse - jklins_221132989943
[2017-11-05 20:00:28] Error - Already exists document
[2017-11-05 20:00:28] Click the page - 7page
[2017-11-05 20:00:30] Complate to parse - bow_land_221132947604
[2017-11-05 20:00:30] Error - Already exists document
[2017-11-05 20:00:30] Complate to parse - kyunmom0413_221132899779
[2017-11-05 20:00:30] Error - Already exists document
[2017-11-05 20:00:30] Complate to parse - kjheoo_221132898571
[2017-11-05 20:00:30] Error - Already exists document
[2017-11-05 20:00:30] Complate to parse - choigoon9250_221129348253
[2017-11-05 20:00:30] Error - Already exists document
[2017-11-05 20:00:30] Complate to parse - rkdguswjdkhj_221132811263
[2017-11-05 20:00:30] Error - Already exists document
[2017-11-05 20:00:31] Complate to parse - skyline622_221133070709
[2017-11-05 20:00:31] Error - Already exists document
[2017-11-05 20:00:31] Complate to parse - jangeunkim_221133068528
[2017-11-05 20:00:31] Error - Already exists document
[2017-11-05 20:00:31] Complate to parse - mokchon27_221133048907
[2017-11-05 20:00:31] Error - Already exists document
[2017-11-05 20:00:31] Complate to parse - tastydish_221133041680
[2017-11-05 20:00:31] Error - Already exists document
[2017-11-05 20:00:31] Complate to parse - skkgod_221133006671
[2017-11-05 20:00:31] Error - Already exists document
[2017-11-05 20:00:31] Click the page - 8page
[2017-11-05 20:00:33] Complate to parse - you3757_221132957852
[2017-11-05 20:00:33] Error - Already exists document
[2017-11-05 20:00:33] Complate to parse - hyesun0516_221132940797
[2017-11-05 20:00:33] Error - Already exists document
