[2017-11-05 08:00:03] Scraping start
[2017-11-05 08:00:03] Connected Elasticsearch server
[2017-11-05 08:00:04] Opened PhantomJS webdriver
[2017-11-05 08:00:05] Complete to bring blogs seed page
[2017-11-05 08:00:06] Complete to move to travel category
[2017-11-05 08:00:06] Complete to move to domestic travel page
[2017-11-05 08:00:06] Start to parse each posts
[2017-11-05 08:00:06] Click the page - 1page
[2017-11-05 08:00:08] Complate to parse - ey6202_221132715211
[2017-11-05 08:00:08] Error - Already exists document
[2017-11-05 08:00:08] Complate to parse - maum0577_221132671800
[2017-11-05 08:00:08] Error - Already exists document
[2017-11-05 08:00:08] Complate to parse - tazan00009_221132578554
[2017-11-05 08:00:08] Error - Already exists document
[2017-11-05 08:00:09] Complate to parse - goldsunriver_221132724341
[2017-11-05 08:00:09] Error - Already exists document
[2017-11-05 08:00:09] Complate to parse - z9205_221132670547
[2017-11-05 08:00:09] Error - Already exists document
[2017-11-05 08:00:09] Complate to parse - lifeofbliss_221132651127
[2017-11-05 08:00:09] Error - Already exists document
[2017-11-05 08:00:09] Complate to parse - green2house_221132613799
[2017-11-05 08:00:09] Error - Already exists document
[2017-11-05 08:00:09] Complate to parse - shyran0104_221132659305
[2017-11-05 08:00:09] Error - Already exists document
[2017-11-05 08:00:10] Complate to parse - titicoca_221132623899
[2017-11-05 08:00:10] Error - Already exists document
[2017-11-05 08:00:10] Complate to parse - hini0609_221132617190
[2017-11-05 08:00:10] Error - Already exists document
[2017-11-05 08:00:10] Click the page - 2page
[2017-11-05 08:00:12] Complate to parse - bbobbo790_221132627169
[2017-11-05 08:00:12] Error - Already exists document
[2017-11-05 08:00:12] Complate to parse - byun07_221132592458
[2017-11-05 08:00:12] Error - Already exists document
[2017-11-05 08:00:12] Complate to parse - todaylike_221132728885
[2017-11-05 08:00:12] Error - Already exists document
[2017-11-05 08:00:12] Complate to parse - reeyoung82_221132738912
[2017-11-05 08:00:12] Error - Already exists document
[2017-11-05 08:00:13] Complate to parse - mt653_221132652562
[2017-11-05 08:00:13] Error - Already exists document
[2017-11-05 08:00:13] Complate to parse - namdokorea_221132647314
[2017-11-05 08:00:13] Error - Already exists document
[2017-11-05 08:00:13] Complate to parse - you1620_221132629164
[2017-11-05 08:00:13] Error - Already exists document
[2017-11-05 08:00:13] Complate to parse - maum0577_221132794539
[2017-11-05 08:00:13] Error - Already exists document
[2017-11-05 08:00:13] Complate to parse - redpudding_221132753432
[2017-11-05 08:00:13] Error - Already exists document
[2017-11-05 08:00:13] Complate to parse - bnbmoh_221132644818
[2017-11-05 08:00:13] Error - Already exists document
[2017-11-05 08:00:13] Click the page - 3page
[2017-11-05 08:00:15] Complate to parse - hyerinkang09_221132592764
[2017-11-05 08:00:15] Error - Already exists document
[2017-11-05 08:00:16] Complate to parse - 1429son_221132777286
[2017-11-05 08:00:16] Error - Already exists document
[2017-11-05 08:00:16] Complate to parse - s2sue_221132642560
[2017-11-05 08:00:16] Error - Already exists document
[2017-11-05 08:00:16] Complate to parse - kwpjulie_221132603058
[2017-11-05 08:00:16] Error - Already exists document
[2017-11-05 08:00:16] Complate to parse - aroma1004kr_221132593869
[2017-11-05 08:00:16] Error - Already exists document
[2017-11-05 08:00:16] Complate to parse - nalago12_221132593655
[2017-11-05 08:00:16] Error - Already exists document
[2017-11-05 08:00:17] Complate to parse - ii6087ii_221132698337
[2017-11-05 08:00:17] Error - Already exists document
[2017-11-05 08:00:17] Complate to parse - erumyang_221132648170
[2017-11-05 08:00:17] Error - Already exists document
[2017-11-05 08:00:17] Complate to parse - thsxhq48_221132622423
[2017-11-05 08:00:17] Error - Already exists document
[2017-11-05 08:00:17] Complate to parse - zzangkr19_221132659525
[2017-11-05 08:00:17] Error - Already exists document
[2017-11-05 08:00:17] Click the page - 4page
[2017-11-05 08:00:19] Complate to parse - ichmount_221131671857
[2017-11-05 08:00:19] Error - Already exists document
[2017-11-05 08:00:19] Complate to parse - 9594jh_221132804745
[2017-11-05 08:00:19] Error - Already exists document
[2017-11-05 08:00:19] Complate to parse - momomo1q2w_221132752812
[2017-11-05 08:00:19] Error - Already exists document
[2017-11-05 08:00:20] Complate to parse - 2_eunjee_221132714107
[2017-11-05 08:00:20] Error - Already exists document
[2017-11-05 08:00:20] Complate to parse - rizmina85_221132713001
[2017-11-05 08:00:20] Error - Already exists document
[2017-11-05 08:00:20] Complate to parse - ssonda2002_221132710139
[2017-11-05 08:00:20] Error - Already exists document
