[2017-11-07 02:00:01] Scraping start
[2017-11-07 02:00:01] Connected Elasticsearch server
[2017-11-07 02:00:02] Opened PhantomJS webdriver
[2017-11-07 02:00:08] Complete to bring blogs seed page
[2017-11-07 02:00:08] Complete to move to travel category
[2017-11-07 02:00:09] Complete to move to domestic travel page
[2017-11-07 02:00:09] Start to parse each posts
[2017-11-07 02:00:09] Click the page - 1page
[2017-11-07 02:00:11] Complate to parse - marbin_221133733589
[2017-11-07 02:00:11] Error - Already exists document
[2017-11-07 02:00:11] Complate to parse - exhappyway_221133692144
[2017-11-07 02:00:11] Error - Already exists document
[2017-11-07 02:00:11] Complate to parse - mss2mking_221133671339
[2017-11-07 02:00:11] Error - Already exists document
[2017-11-07 02:00:12] Complate to parse - suya6904_221133958059
[2017-11-07 02:00:12] Complate to percolate - suya6904_221133958059
[2017-11-07 02:00:12] Complate to parse - wls62345_221133701919
[2017-11-07 02:00:12] Error - Already exists document
[2017-11-07 02:00:12] Complate to parse - cute_bbotty_221134045019
[2017-11-07 02:00:12] Error - Already exists document
[2017-11-07 02:00:12] Complate to parse - ghostmom212_221133987745
[2017-11-07 02:00:12] Error - Already exists document
[2017-11-07 02:00:13] Complate to parse - kimyk5088_221133855828
[2017-11-07 02:00:13] Error - Already exists document
[2017-11-07 02:00:13] Complate to parse - fingership_221133769931
[2017-11-07 02:00:13] Error - Already exists document
[2017-11-07 02:00:13] Complate to parse - gusalsp464_221134022658
[2017-11-07 02:00:13] Error - Already exists document
[2017-11-07 02:00:13] Click the page - 2page
[2017-11-07 02:00:15] Complate to parse - gomsolvie_221133881052
[2017-11-07 02:00:15] Error - Already exists document
[2017-11-07 02:00:15] Complate to parse - aurora9106_221134025110
[2017-11-07 02:00:15] Error - Already exists document
[2017-11-07 02:00:15] Complate to parse - mijungo5_221133839683
[2017-11-07 02:00:15] Error - Already exists document
[2017-11-07 02:00:16] Complate to parse - natur_herz_221134043022
[2017-11-07 02:00:16] Error - Already exists document
[2017-11-07 02:00:16] Complate to parse - dox1120_221133848800
[2017-11-07 02:00:16] Error - Already exists document
[2017-11-07 02:00:16] Complate to parse - rltjru_221133615473
[2017-11-07 02:00:16] Error - Already exists document
[2017-11-07 02:00:16] Complate to parse - 00starhyunju_221133767391
[2017-11-07 02:00:16] Error - Already exists document
[2017-11-07 02:00:17] Complate to parse - aksgek7_221134029426
[2017-11-07 02:00:17] Error - Already exists document
[2017-11-07 02:00:17] Complate to parse - accaee_221133989891
[2017-11-07 02:00:17] Error - Already exists document
[2017-11-07 02:00:17] Complate to parse - maisonsondemul_221133901115
[2017-11-07 02:00:17] Error - Already exists document
[2017-11-07 02:00:17] Click the page - 3page
[2017-11-07 02:00:19] Complate to parse - wwwon2_221133872525
[2017-11-07 02:00:19] Error - Already exists document
[2017-11-07 02:00:19] Complate to parse - jejulovetour_221133823650
[2017-11-07 02:00:19] Error - Already exists document
[2017-11-07 02:00:19] Complate to parse - wls62345_221133760062
[2017-11-07 02:00:19] Error - Already exists document
[2017-11-07 02:00:20] Complate to parse - lastkycool_221133511892
[2017-11-07 02:00:20] Error - Already exists document
[2017-11-07 02:00:20] Complate to parse - hp0210_221134025430
[2017-11-07 02:00:20] Error - Already exists document
[2017-11-07 02:00:20] Complate to parse - cscom1890_221133982335
[2017-11-07 02:00:20] Error - Already exists document
[2017-11-07 02:00:20] Complate to parse - sg83love_221133975555
[2017-11-07 02:00:20] Error - Already exists document
[2017-11-07 02:00:21] Complate to parse - you1620_221133163210
[2017-11-07 02:00:21] Error - Already exists document
[2017-11-07 02:00:21] Complate to parse - kjia76_221133818297
[2017-11-07 02:00:21] Error - Already exists document
[2017-11-07 02:00:21] Complate to parse - sunmi0402_221133791584
[2017-11-07 02:00:21] Error - Already exists document
[2017-11-07 02:00:21] Click the page - 4page
[2017-11-07 02:00:23] Complate to parse - sanijowa_221133691179
[2017-11-07 02:00:23] Error - Already exists document
[2017-11-07 02:00:23] Complate to parse - seoyh1047_221133690916
[2017-11-07 02:00:23] Error - Already exists document
[2017-11-07 02:00:23] Complate to parse - oblove3_221134010658
[2017-11-07 02:00:23] Error - Already exists document
[2017-11-07 02:00:24] Complate to parse - nba123a_221133837737
[2017-11-07 02:00:24] Error - Already exists document
[2017-11-07 02:00:24] Complate to parse - kyr3690_221133790799
[2017-11-07 02:00:24] Error - Already exists document
[2017-11-07 02:00:24] Complate to parse - jinju5471_221133668464
[2017-11-07 02:00:24] Error - Already exists document
[2017-11-07 02:00:24] Complate to parse - pjq000_221134091901
[2017-11-07 02:00:24] Error - Already exists document
[2017-11-07 02:00:25] Complate to parse - dasan_books_221133970929
[2017-11-07 02:00:25] Error - Already exists document
[2017-11-07 02:00:25] Complate to parse - 333goo_221133921998
[2017-11-07 02:00:25] Error - Already exists document
[2017-11-07 02:00:25] Complate to parse - hanarin0730_221133898690
[2017-11-07 02:00:25] Error - Already exists document
[2017-11-07 02:00:25] Click the page - 5page
[2017-11-07 02:00:27] Complate to parse - bobtini8_221133812387
[2017-11-07 02:00:27] Error - Already exists document
[2017-11-07 02:00:27] Complate to parse - kosh9767_221133532608
[2017-11-07 02:00:27] Error - Already exists document
[2017-11-07 02:00:28] Complate to parse - bnbmoh_221133891352
[2017-11-07 02:00:28] Error - Already exists document
[2017-11-07 02:00:28] Complate to parse - nh88nh_221133709029
[2017-11-07 02:00:28] Error - Already exists document
[2017-11-07 02:00:28] Complate to parse - kokage1120_221134095046
[2017-11-07 02:00:28] Error - Already exists document
[2017-11-07 02:00:29] Complate to parse - jinju0788_221134040944
[2017-11-07 02:00:29] Error - Already exists document
[2017-11-07 02:00:29] Complate to parse - tnzl486_221134026305
[2017-11-07 02:00:29] Error - Already exists document
[2017-11-07 02:00:29] Complate to parse - blog0149_221133955158
[2017-11-07 02:00:29] Error - Already exists document
[2017-11-07 02:00:29] Complate to parse - kpostbank_221131921520
[2017-11-07 02:00:29] Error - Already exists document
[2017-11-07 02:00:29] Complate to parse - yeosuever_221133874552
[2017-11-07 02:00:29] Error - Already exists document
[2017-11-07 02:00:29] Click the page - 6page
[2017-11-07 02:00:31] Complate to parse - gustn1007_221133839764
[2017-11-07 02:00:31] Error - Already exists document
[2017-11-07 02:00:31] Complate to parse - jejubnf_221133765052
[2017-11-07 02:00:31] Error - Already exists document
[2017-11-07 02:00:32] Complate to parse - yrjs0211_221133810563
[2017-11-07 02:00:32] Error - Already exists document
[2017-11-07 02:00:32] Complate to parse - ecopic2015_221133784445
[2017-11-07 02:00:32] Error - Already exists document
[2017-11-07 02:00:32] Complate to parse - bloom5487_221133778059
[2017-11-07 02:00:32] Error - Already exists document
[2017-11-07 02:00:32] Complate to parse - jmo0829_221133771189
[2017-11-07 02:00:32] Error - Already exists document
[2017-11-07 02:00:32] Complate to parse - snscometome_221133768328
[2017-11-07 02:00:32] Error - Already exists document
[2017-11-07 02:00:32] Complate to parse - autolian_221133765290
[2017-11-07 02:00:32] Error - Already exists document
[2017-11-07 02:00:33] Complate to parse - bloom5487_221133764972
[2017-11-07 02:00:33] Error - Already exists document
[2017-11-07 02:00:33] Complate to parse - kkokkoddu_221133763309
[2017-11-07 02:00:33] Error - Already exists document
[2017-11-07 02:00:33] Click the page - 7page
[2017-11-07 02:00:35] Complate to parse - numongs_221133760239
[2017-11-07 02:00:35] Error - Already exists document
[2017-11-07 02:00:35] Complate to parse - jujupinky_221133735011
[2017-11-07 02:00:35] Error - Already exists document
[2017-11-07 02:00:35] Complate to parse - 0purelop0_221133704399
